ContactId,FirstName,LastName,Email,Type,AccountId
CT00978,Marco,Costa,user978@mail.com,B2B,AC0178
CT00979,Giulia,Rossi,user979@mail.com,B2B,AC0174
CT00981,Anna,Verdi,user981@mail.com,B2B,AC0078
CT00982,Paolo,Costa,user982@mail.com,B2B,AC0101
CT00983,Marco,Neri,user983@mail.com,B2B,AC0142
CT00984,Luca,Verdi,user984@mail.com,B2B,AC0292
CT00989,Sara,Neri,user989@mail.com,B2B,AC0260
CT00990,Luca,Costa,user990@mail.com,B2B,AC0026
CT00991,Sara,Neri,user991@mail.com,B2B,AC0256
CT00992,Paolo,Bianchi,user992@mail.com,B2B,AC0240
CT00993,Paolo,Bianchi,user993@mail.com,B2B,AC0170
CT00994,Sara,Bianchi,user994@mail.com,B2B,AC0160
CT00995,Sara,Bianchi,user995@mail.com,B2B,AC0005
CT00997,Sara,Bianchi,user997@mail.com,B2B,AC0055
CT00998,Luca,Costa,user998@mail.com,B2B,AC0169
CT01000,Anna,Neri,user1000@mail.com,B2B,AC0100
CT01001,Paolo,Bianchi,user1001@mail.com,B2B,AC0278
CT01005,Marco,Costa,user1005@mail.com,B2B,AC0221
CT01006,Giulia,Rossi,user1006@mail.com,B2B,AC0185
CT01008,Marco,Bianchi,user1008@mail.com,B2B,AC0252
CT01010,Anna,Costa,user1010@mail.com,B2B,AC0250
CT01015,Luca,Bianchi,user1015@mail.com,B2B,AC0098
CT01017,Luca,Neri,user1017@mail.com,B2B,AC0115
CT01020,Marco,Bianchi,user1020@mail.com,B2B,AC0228
CT01021,Luca,Costa,user1021@mail.com,B2B,AC0258
CT01023,Sara,Verdi,user1023@mail.com,B2B,AC0263
CT01024,Paolo,Rossi,user1024@mail.com,B2B,AC0290
CT01026,Sara,Bianchi,user1026@mail.com,B2B,AC0241
CT01028,Paolo,Neri,user1028@mail.com,B2B,AC0243
CT01029,Marco,Verdi,user1029@mail.com,B2B,AC0225
CT01030,Giulia,Verdi,user1030@mail.com,B2B,AC0279
CT01031,Paolo,Costa,user1031@mail.com,B2B,AC0154
CT01032,Paolo,Rossi,user1032@mail.com,B2B,AC0123
CT01033,Anna,Verdi,user1033@mail.com,B2B,AC0043
CT01036,Marco,Neri,user1036@mail.com,B2B,AC0016
CT01039,Anna,Costa,user1039@mail.com,B2B,AC0232
CT01043,Sara,Costa,user1043@mail.com,B2B,AC0214
CT01044,Paolo,Bianchi,user1044@mail.com,B2B,AC0007
CT01045,Anna,Verdi,user1045@mail.com,B2B,AC0122
CT01046,Anna,Verdi,user1046@mail.com,B2B,AC0140
CT01047,Paolo,Rossi,user1047@mail.com,B2B,AC0088
CT01048,Sara,Neri,user1048@mail.com,B2B,AC0161
CT01053,Paolo,Verdi,user1053@mail.com,B2B,AC0161
CT01055,Sara,Verdi,user1055@mail.com,B2B,AC0078
CT01057,Sara,Rossi,user1057@mail.com,B2B,AC0088
CT01058,Paolo,Rossi,user1058@mail.com,B2B,AC0190
CT01059,Sara,Costa,user1059@mail.com,B2B,AC0214
CT01063,Anna,Verdi,user1063@mail.com,B2B,AC0059
CT01064,Marco,Rossi,user1064@mail.com,B2B,AC0048
CT01065,Sara,Rossi,user1065@mail.com,B2B,AC0283
CT01068,Sara,Costa,user1068@mail.com,B2B,AC0188
CT01070,Giulia,Costa,user1070@mail.com,B2B,AC0066
CT01075,Luca,Costa,user1075@mail.com,B2B,AC0120
CT01077,Anna,Verdi,user1077@mail.com,B2B,AC0188
CT01078,Luca,Verdi,user1078@mail.com,B2B,AC0207
CT01080,Giulia,Costa,user1080@mail.com,B2B,AC0280
CT01087,Paolo,Verdi,user1087@mail.com,B2B,AC0153
CT01088,Paolo,Costa,user1088@mail.com,B2B,AC0032
CT01089,Paolo,Costa,user1089@mail.com,B2B,AC0150
CT01090,Luca,Verdi,user1090@mail.com,B2B,AC0252
CT01091,Marco,Neri,user1091@mail.com,B2B,AC0223
CT01093,Anna,Verdi,user1093@mail.com,B2B,AC0105
CT01097,Anna,Neri,user1097@mail.com,B2B,AC0291
CT01098,Luca,Costa,user1098@mail.com,B2B,AC0257
CT01100,Anna,Costa,user1100@mail.com,B2B,AC0143
CT01102,Sara,Costa,user1102@mail.com,B2B,AC0255
CT01104,Sara,Verdi,user1104@mail.com,B2B,AC0050
CT01106,Sara,Rossi,user1106@mail.com,B2B,AC0071
CT01109,Paolo,Bianchi,user1109@mail.com,B2B,AC0193
CT01110,Sara,Verdi,user1110@mail.com,B2B,AC0031
CT01116,Luca,Costa,user1116@mail.com,B2B,AC0235
CT01118,Anna,Rossi,user1118@mail.com,B2B,AC0164
CT01119,Paolo,Rossi,user1119@mail.com,B2B,AC0240
CT01120,Luca,Costa,user1120@mail.com,B2B,AC0288
CT01121,Anna,Verdi,user1121@mail.com,B2B,AC0084
CT01122,Anna,Bianchi,user1122@mail.com,B2B,AC0259
CT01127,Marco,Costa,user1127@mail.com,B2B,AC0150
CT01128,Anna,Rossi,user1128@mail.com,B2B,AC0115
CT01132,Sara,Verdi,user1132@mail.com,B2B,AC0154
CT01135,Paolo,Verdi,user1135@mail.com,B2B,AC0244
CT01137,Sara,Verdi,user1137@mail.com,B2B,AC0067
CT01140,Giulia,Bianchi,user1140@mail.com,B2B,AC0019
CT01141,Sara,Verdi,user1141@mail.com,B2B,AC0015
CT01144,Marco,Verdi,user1144@mail.com,B2B,AC0033
CT01146,Sara,Verdi,user1146@mail.com,B2B,AC0299
CT01147,Anna,Verdi,user1147@mail.com,B2B,AC0152
CT01148,Anna,Costa,user1148@mail.com,B2B,AC0138
CT01149,Paolo,Bianchi,user1149@mail.com,B2B,AC0033
CT01150,Giulia,Rossi,user1150@mail.com,B2B,AC0072
CT01151,Luca,Neri,user1151@mail.com,B2B,AC0076
CT01152,Luca,Costa,user1152@mail.com,B2B,AC0157
CT01153,Giulia,Bianchi,user1153@mail.com,B2B,AC0057
CT01160,Marco,Rossi,user1160@mail.com,B2B,AC0278
CT01161,Marco,Neri,user1161@mail.com,B2B,AC0160
CT01162,Marco,Verdi,user1162@mail.com,B2B,AC0068
CT01164,Giulia,Costa,user1164@mail.com,B2B,AC0134
CT01166,Luca,Costa,user1166@mail.com,B2B,AC0267
CT01171,Anna,Costa,user1171@mail.com,B2B,AC0050
CT01172,Anna,Verdi,user1172@mail.com,B2B,AC0095
CT01174,Paolo,Neri,user1174@mail.com,B2B,AC0141
CT01177,Anna,Rossi,user1177@mail.com,B2B,AC0237
CT01178,Luca,Bianchi,user1178@mail.com,B2B,AC0166
CT01180,Paolo,Bianchi,user1180@mail.com,B2B,AC0285
CT01181,Paolo,Bianchi,user1181@mail.com,B2B,AC0153
CT01182,Marco,Neri,user1182@mail.com,B2B,AC0050
CT01183,Luca,Costa,user1183@mail.com,B2B,AC0136
CT01190,Marco,Bianchi,user1190@mail.com,B2B,AC0128
CT01191,Anna,Costa,user1191@mail.com,B2B,AC0263
CT01192,Giulia,Rossi,user1192@mail.com,B2B,AC0056
CT01193,Anna,Bianchi,user1193@mail.com,B2B,AC0154
CT01196,Anna,Bianchi,user1196@mail.com,B2B,AC0016
