TenderId,TransactionId,TenderType,PaymentTokenHash
TD00000369,TR00000369,Card,61a5730bb74afc8709e288fccd350115661f0742dc2d325551f6bffa7af7c4cd
TD00000370,TR00000370,Card,9cd9d5f6ffa014d81145b8486e1388d96ca6bfc9c3b2b8d21742e336efe1a387
TD00000372,TR00000372,Card,7fda56b719c169eb839c4f645d0a09e09410a87d253e124b51855acc4ed2d36e
TD00000373,TR00000373,Card,669af428ca15eea0d0b0ad8532f2378445f6dca212b4b454368ddd3c5985b02d
TD00000375,TR00000375,Card,0826555ebe5fc08fa62ef06190b30aa48f6ac128f1be030289f9def3e22ece5e
TD00000376,TR00000376,Card,0c56c7846e3ae6e7b4a61c636ca0e3df250592d6f16f5d5dde1264febfa82854
TD00000378,TR00000378,Card,0a4c8f888f33c85ac6993c0490d674e08400f5cac5b6c6499af3f687021b9616
TD00000380,TR00000380,Card,10a04cee6ddf2779053f99931fe5911375c9084cdd6ec3749ca66eebc8805c96
TD00000381,TR00000381,Card,1e9b346807acbc7c23a02937b419d58bf9112a3b548b3334843cdf449ef9ad56
TD00000382,TR00000382,Card,4b2f58f57a6f06fb1ebf2bd78b4e7ad27bf36c7235e0faf62e39ad2611de4c2e
TD00000385,TR00000385,Card,16fa3e03bcdd6c3891eb8d6eb9a7020e5b83e1865009c75f09f91c8f6053581d
TD00000386,TR00000386,Card,3fa2a27e58e0a77f4a7b4774eb3ce94828338d398b2234aed54caa3bdbc2ec70
TD00000388,TR00000388,Card,976572e965696be78abcc3ae13c344ec7cae8ff4043b0a45f19d89c4d7e43176
TD00000389,TR00000389,Card,c0ad0641737105cc82b09af04a8ed5e89add38212b237729189f69a822b84c5c
TD00000391,TR00000391,Card,033955a180589b88fd45e314ea676afe443764f58b1094b2d53c228f25684c55
TD00000393,TR00000393,Card,447e51cc2d0fabdc978b7a067325711cf36b5abe4b56636108226d0bc582634e
TD00000394,TR00000394,Card,b73022737cd96fdafa43479d83d762c735d8cf0e3ab77782b0fa020a5da4ec5b
TD00000395,TR00000395,Card,d571576837af9ebafd1e00f9a0d497cf9825d08e9288b01a2e6b5c8585ae74fd
TD00000397,TR00000397,Card,965c2387c1d415bed019ab52b16da3335442cd2d148fc8bf426a43bb1f0b82b2
TD00000398,TR00000398,Card,a08a231dbaf2a1cd109c984f7e2e6f7c8375ebb08d94a8d2ffb1478534fefef7
TD00000399,TR00000399,Card,ed769cd9eb636b98efc995db9f00bda4714ed03b628f85eb1de6329ed5e3b390
TD00000400,TR00000400,Card,08a97be9cc7a87bc26190647a23033c65d6c84865417fd5ef68998b5acf83b64
TD00000401,TR00000401,Card,6eb75f851d8b054af685027622d917485be47f30cc151eec3e104ac8f4115a45
TD00000402,TR00000402,Card,5d3dad4327a20a2bcc57b0d2b8c0d1a5d218b7926a3d6fd8179a79cd6b2c3c23
TD00000405,TR00000405,Card,f9ad711321d46a09d694520fac97cad2d3f45910b7dd74c7654783481c8b534d
TD00000406,TR00000406,Card,562755a250ab2fe498ed9b6d5c2eb128e2f5950990ef2fb8858fa64a31a77fa7
TD00000407,TR00000407,Card,87255700722577feef009a52ec9c64fbbbf573122b0054627a1284eece9271fb
TD00000409,TR00000409,Card,8571674d21d48a37ff5d10565bd16943432f3946bc36d4eee3453e6e1af16270
TD00000410,TR00000410,Card,544dd09408be1cc784cdb5c2d752692fc0ae8f463626479f18e44498c580069e
TD00000411,TR00000411,Card,f3bcb069462475ed2701115c5d938b8e9b44ad2983a77e02e7fe8f7b397e4c33
TD00000412,TR00000412,Card,52d50007c8c9a9b8fb68c30aeba7fd58bdfc11e6fbde93d7c528a629f73274ba
TD00000414,TR00000414,Card,39892e8db42055046e94621c750128c6a2d8944a53ae6e0071ed086ae4a57d99
TD00000415,TR00000415,Card,f996f4401241c97be6638f43e6e862dd87542d31ac40ff77c26c22dcfb5f8407
TD00000416,TR00000416,Card,47f46ee29e2ee9c48efa5506a65c4dd6aa42109f8650ff2ccd124b4584e4532f
TD00000417,TR00000417,Card,03dd30245a3fe21e2fb3264ae8812511aecb60cb0f74e2e6107e3879ccc89f60
TD00000418,TR00000418,Card,52070e8360578f2099f1b4d9f1fac490b2573450dc60da2544b964df583fc491
TD00000419,TR00000419,Card,0b9bee33ba03d56b0a79c7d846d5e237dc793a0fdf75c2fd1a985738d53f9d38
TD00000420,TR00000420,Card,94c5cf6bef9deeb8a834ef2d4dd21bcba2689612d8f3eda521790ba25bddd1d2
TD00000421,TR00000421,Card,77fba3b0aa1a08884fd87216d53c187d21bf52253eddfc926aed4f382b079ac8
TD00000425,TR00000425,Card,fb6fa8ab7e156aaebe1c86d329d96789b1874c7dfb0785c30baeb29007791a76
TD00000426,TR00000426,Card,f5e49edf176305cf20d7ef1146a851451c16341ba109700d146b865a170179b3
TD00000427,TR00000427,Card,c9853897a8bd2c4e5696fa42a0482792f0468b9a3753e50adc4cd774181fd31a
TD00000428,TR00000428,Card,4be21f600d0f2fc23704fc32ad8669a8f71965ffdf635ecc60d3c571ffbd3e56
TD00000429,TR00000429,Card,9fa9dbb4e29718946974f91457eed8794330448ef45821e5c08014c17b136e16
TD00000430,TR00000430,Card,92ce6eca25eabf12a51fdbcaf3f332739a2c65a43decd53df50b50af4a3b242f
TD00000431,TR00000431,Card,f94cec30f5f2c9a7fa533cdace7c3a4be0e423178c7632d7d653f002b1da3a44
TD00000432,TR00000432,Card,5011b3778dd123d26833a4ea56fe286992ecaf5ece98146537bd939d569bd27f
TD00000433,TR00000433,Card,a1c6691fe14ae4411dfd110e82868d3747dc2238c981acfbfdc5240902127ab6
TD00000434,TR00000434,Card,83e88224cb65853b54f50c11b5c0a014411cced1f39c6eaf2f5b4ebb90ba03c3
TD00000436,TR00000436,Card,ffd7d6fec20b622ae35e0551f8c17a9321376942e68effa3c7bdc1936d1b8563
TD00000437,TR00000437,Card,89f6801489e26a74dbb02338f4610019afa54803e4f8a65dbda674fc921b017e
TD00000439,TR00000439,Card,1aca40eaeda2580de8cf65085d5a3da766f26d524bde7871283d2cdc6c9fa055
TD00000440,TR00000440,Card,e99fe82db3c847d0bc2aaa0eff9b1d9a84c35dec63c7be3a6378640799f457f5
TD00000441,TR00000441,Card,80233be6080555bc0440bc2f105c58ff7599d2d641353077fe370b1b8f82d45d
TD00000443,TR00000443,Card,37245c152354fd80d33af40bc2f91872561a81fa1c63bc83bf2aa9af59bbbd06
TD00000444,TR00000444,Card,fd7f0fa0f28dbff9344dee61bbfe92ba7f0a7e573bf264a130ff9e588992a4cd
TD00000445,TR00000445,Card,0f7eecdc04cae34a82b86b64501e72f83ea9a6748297f712b78b41e69f195b33
TD00000446,TR00000446,Card,cb5a6e8c08f012e9a5d3b8c01c1a4b13edc249573820de5f426fdd889bb212f0
TD00000447,TR00000447,Card,076ffff3b46bb42b4b5db3e016f4452fa3d129b0172455a220a6158842bacdc7
TD00000449,TR00000449,Card,baa5afc6fa6a7a870250f54e25c795daccf16e74276ad1896455f5c447ed01a1
TD00000451,TR00000451,Card,ea2452f2ca0eeef116756f806beb9c348f13420e43885b66a2149391a00c532b
TD00000454,TR00000454,Card,d125e8c717e2fe1e2cf00b6bb9db1ca6ecc3f181f48dfc687c96ac8d3fe958db
TD00000455,TR00000455,Card,1a07d90dddaf39e57f73a6660f8b9542b787cfc793d402608c632b59db402ffe
TD00000456,TR00000456,Card,b8e6abbec128ee9198f3acf5b92cfd2b3a4b48d396395d994fddeb03b1447ff3
TD00000457,TR00000457,Card,37245c152354fd80d33af40bc2f91872561a81fa1c63bc83bf2aa9af59bbbd06
TD00000458,TR00000458,Card,3696db21e9c4a4f0a533176dc8af98f55e461380d471bb77ee7ee534ef635b80
TD00000462,TR00000462,Card,5a733054b40ed35e59421c4429bb0b242b4616b3645beff0640adf553ffcd0ab
TD00000465,TR00000465,Card,18272bc0f3b69dd9f9d4ecfb110db602b6117f0fb0859b91459d1daec6e9e5be
TD00000467,TR00000467,Card,c87ecfbf119561487be14036c1dc427580d011f8f769713e38f752e77373b76f
TD00000469,TR00000469,Card,ca2bf46dbe4c1f1511a502452220937e2fd5281530472ec85b7e309fe2ebeb22
TD00000470,TR00000470,Card,8eca7313e1a292b32492243299677be0258e9219d93a603016c9178e7cf741b6
TD00000471,TR00000471,Card,1f2dba5a16a7e93170809acd1b9c916fb3689d4d088c9f7408edc72892e85cf7
TD00000472,TR00000472,Card,b095561d70404291040fb93a2fa452d2a1f624a742825ad95cade7e0a580ed1e
TD00000474,TR00000474,Card,32844357034906bd71a9ccacaf956ff10d55a83bfc1ef21dd683c37e30c47014
TD00000475,TR00000475,Card,b2d19f870c04f33354c3ce4ce925a68b1de719c3318fd14cbd0f7e66cdabace8
TD00000476,TR00000476,Card,11f3587a4fd466959f484ede15dc8a59953fa1c66546503e3f3c7846e5f23eaa
TD00000477,TR00000477,Card,e541ce30759eb0722187d5316f977ce9bd73a857c1fe6805632bcfd89ac51a87
TD00000481,TR00000481,Card,8550d7a9b70086ac108ff9ff9f97fe161be51642e19f964ee2db0ffaa7a8b75b
TD00000482,TR00000482,Card,466c474a091fe7d6de7a39f5173ce416831502e40b212ebe553e506c6384f359
TD00000483,TR00000483,Card,40bc50eecabb9f6b933a4a9b7b05cac942bd002d20b2e41445fd9a45b4a69cf3
TD00000484,TR00000484,Card,d46f1caf443ab271c1f23c080f2aaafa698bb65c1ba548560dc5f09f3dbe0337
TD00000486,TR00000486,Card,badbc01d295c1c6024105c867f5b436f4c1a739cc92cd1afd54bbc17496bdff8
TD00000487,TR00000487,Card,09d9a15b911395641c9a1912f445b9baf87ac64fed37693e39c4eaee739e407c
TD00000489,TR00000489,Card,52e1657d8bf755d1be67c59aaae44584ba9c64db03886faf113ed5cb294a8583
TD00000491,TR00000491,Card,c90eeffd287bd76b08a524722ee460785e241797fde7f89c4a360fdf73c87d2e
TD00000492,TR00000492,Card,742d34b8018f06b9c1076eabf096633e948b7e5076bc53760067f07b2cfa7a56
TD00000493,TR00000493,Card,d7fc7f6e2f39984a2b7beb638750014f7657b5fe376c2733cb13eb2bab6d4ee0
TD00000494,TR00000494,Card,e26a8ffd7dabd701cf01be06bb8a912a2bf3645fec2155b2786622793cea3474
TD00000496,TR00000496,Card,c1e91e9b871464463c39170f17c1aca58f5678dc0bb490034aeb5a2ed7b8a3a8
TD00000498,TR00000498,Card,7eb00051f8402079be65a4bb4dbbb0e6ddb4a29e31a1696beb056b397f5af7cd
TD00000502,TR00000502,Card,ee74a5d14cb5d76063c6a5de4cd6298f27f5405f3c83d4b930229fe0ae66e3e4
TD00000504,TR00000504,Card,1de61e1135d249cf24c570252442da407ebe1604fb2aae06ce38586ac64dbf94
TD00000505,TR00000505,Card,06c861ecbf296785afed3b6168a9780a3cebf9135594b235d1dde3c014414b19
TD00000506,TR00000506,Card,ca2bf46dbe4c1f1511a502452220937e2fd5281530472ec85b7e309fe2ebeb22
TD00000508,TR00000508,Card,efdcfd5377a71fcd36419b704320383ab7d6d0c5c9e7fea17418177cbc141675
TD00000509,TR00000509,Card,86110027a5141385a14f726b316f7c7bc83c2468e9a32328f1fef9dc7950ce0f
TD00000510,TR00000510,Card,2854f3ec95a2a166b888dba4b8300b6c2f9032cc73709d96832b41f1e45eded6
TD00000512,TR00000512,Card,11487600f25e21f5df38cc4f75011e33132f6e5db2bbf74cb6157f9ae7346477
TD00000514,TR00000514,Card,8274d171ef385bf5c64469114b57ed105f919c1a4644bef69da7aafb9b5f7655
TD00000516,TR00000516,Card,34380635b442c1016cf06df723b7511031a841d59604cd4387cca48d78cad973
TD00000517,TR00000517,Card,922cc29cc4f1e664547f894a0d2f65c90a35d872d07fbf19974342de1cbebdeb
TD00000518,TR00000518,Card,3bee9cb68d856c7042f8826c454e1aa42878b604399ca3bbab29f3513a9286ad
TD00000519,TR00000519,Card,dd4fc7ade3d5c2d7f65140b31afe14e917544c4146a86fddb489928de7663c24
TD00000522,TR00000522,Card,92150dd571da6729527aede543f4b0716e4325e607c4b973a3ceb29ac382208f
TD00000523,TR00000523,Card,6ce98cebbfea2d51dc9629909d82f57f4312901dd8860b56e263a0e8c1195641
TD00000524,TR00000524,Card,c3ae1d911a8aa3f03766d7d22f09d6b996f7bf9204215d634286afcf8c8e3d89
TD00000525,TR00000525,Card,0920c37cf8295febad218ae0ee7f1a51b9099586665c6977e999e4485e9071ca
TD00000526,TR00000526,Card,110243553813a83c34c46544d6b6294efa358c186b258c918e9c4f055fe323fe
TD00000527,TR00000527,Card,09cb1ba4f68e904a0a0e487a88291bd4e77a9a7bc3228279e81bd53f17f27ac5
TD00000528,TR00000528,Card,feb9c701e450360bb46ee47be5d4c6dd546c31e19a7a8afe9f317ca13478edb5
TD00000529,TR00000529,Card,1183e903c13aa54a30020041a6468d0fd2e335e03fe70b3d9ef135f4e6f00c67
TD00000532,TR00000532,Card,c98f1e3af89bb52856efab69f028134608a4f1feb0e657caab4e3f781d901068
TD00000533,TR00000533,Card,250c06bf0193d139b464b14d57cd3fd8babe34cfd92a53259d0360298457452f
TD00000534,TR00000534,Card,dcecb8555300902b2bf2ad4246bb16556c076b0a2838cab2670a3fe2c1360373
TD00000535,TR00000535,Card,64bed07b15af5c48a34fde22f6ddfacd7702fa535aa894ed4499a49846405e60
TD00000537,TR00000537,Card,03e5c622d5cc79ba366da29a92668d471e3d57a782faec74438fa26409c96d1e
TD00000538,TR00000538,Card,f5d2975fe23ac40033dbb1f975c5fb7526b57f5cab28cb6e2565c33ad2d86b49
TD00000539,TR00000539,Card,312720df3a129a1b0012a81c14855d4b11b016f017b522f49a116b77f6add4bc
TD00000540,TR00000540,Card,b062395a7b10e7ab592ea9f397d9ad7d6ee3cae6833d72aeadf5b4c8bd1371e5
TD00000542,TR00000542,Card,0d56a161d3c7a4f8576248c87a10e0e44a25756cf8638fc6cf36bb87d8d48970
TD00000543,TR00000543,Card,ff257a1dadd866205fcf74bee0f2e5ee5dbead19b4c6e941b99ad74e8769896b
TD00000544,TR00000544,Card,a2762302b5aa60a48a06794955b4ce0954d4e257991ab908fea19193def9d8e3
TD00000545,TR00000545,Card,034606bde6e1ced2c50af374b300130d78f72055161a35ed9e0faf357c363b6e
TD00000546,TR00000546,Card,daa292c2d069799231e22eba5e0685c50310888e27632e6358946403a86c3295
TD00000547,TR00000547,Card,073c05ebb12426584618d0b94865b7a81dac98e86133537156605a3005dc9044
TD00000548,TR00000548,Card,75619917b78a1be19d433bde3ca68a67ca68c0461d28f18f2b4af7e5a1a0ed19
TD00000549,TR00000549,Card,088a98ffdcb6e7be40192781402de1e12cae0d695b4e1ef3a8f6b17c006b9ac2
TD00000551,TR00000551,Card,2774d20cd7e1f07788ecc2fa46673ca664da5be4b1551abbc93d7fdeb11a5143
TD00000552,TR00000552,Card,afbb9b4abe2809e52707cff7253e84440ed8528868e93fcb93e1aef7c7380caa
TD00000556,TR00000556,Card,8e16c172563792b3803d1d599bf4eeb3334320ba8020a0811f1986680b8516f2
TD00000557,TR00000557,Card,05a4a6b0113161798ec3c28e43f40ccbba31cb41aecd5048eab6cbc8970bd5dc
TD00000558,TR00000558,Card,8a408b10199f9c901d2d38104dd54f3b5e38ac4e0c2f213638c4be00b6a5ac2e
TD00000559,TR00000559,Card,575a07078091fe23200147df28b6cc0b0ff82765499a41636596c69bfbfbd550
TD00000560,TR00000560,Card,b4533bd642473ef13460e37fd4ba3e3c087bb7cf000e807146b45fe8713479a3
TD00000561,TR00000561,Card,e1c77d903d081137d772ede363d28cc75ff118baf9b022db766457d5c53f9e3f
TD00000562,TR00000562,Card,0b62c8b47eed81832b6936709ce0ff5d511ba75d5e1a8d4463b2f73bf2aa3bfb
TD00000563,TR00000563,Card,f1ab82dc863d79fd79bc48132252b7e604daa722e5368a1e49da339b612f5d5d
TD00000564,TR00000564,Card,9965f4a3a8805d5bedd96b32bd96a8a5ba7734502c6c63c24e3d70f8edcd0f37
TD00000565,TR00000565,Card,e0c6a95e70347e9fbb349260fa866ed4da30787cd03a2e3080efd49d67cde6ce
TD00000566,TR00000566,Card,c685f37125b5c7ad62d25cd14656af5f2576bf5bcd154bef10a6c81e91ab2123
TD00000568,TR00000568,Card,8c396d2632193db0905d31dc4c92e7a368bc756a77950d431bfa3f4dbfa72724
TD00000569,TR00000569,Card,0ce8cfe41cb3e438b045c5688c25cefaff2e89c4f07ea26f22602c4feb86eb2e
TD00000570,TR00000570,Card,da436995ca4231271f7bf8840e52557c9f4cc40a8824f66d3252b7fa5b5d852a
TD00000573,TR00000573,Card,4395f1a271c4f4fa0f762bf61d0c075762e8d0d16e42e517a135c541b8d6ecb6
TD00000575,TR00000575,Card,5f757610515172a03b4df5c1180a3c002fbbb159de3476c9227cd1a54ddfdfa8
TD00000576,TR00000576,Card,6e4b8f70451abb944283caac04b5fc38127a6491920d2598eb688f03776803af
TD00000577,TR00000577,Card,c9d61a5840168b1beff158b4ab102b9bb8793b8a5388d5c26accc2737249f3c0
TD00000578,TR00000578,Card,eba759df16031fb032c9da47fc7a3fc83a9c39ec082e9260431a3190be8b2622
TD00000581,TR00000581,Card,22c35a9fe5a452eaf6362743f06ed2f4454fb29d65d7d619c3fa4e797210f3d8
TD00000582,TR00000582,Card,6eb75f851d8b054af685027622d917485be47f30cc151eec3e104ac8f4115a45
TD00000584,TR00000584,Card,f2ebae18a0d56569ea3c320693439eedc674da3f9d7e271c3c2e03a0777d04f9
TD00000589,TR00000589,Card,d020b80d300f70cbb8af102693094dd4e0ecb33c338202ab80a37de7a52d4a1f
TD00000590,TR00000590,Card,c4ed8eb2ff48cd1d635349ae5f718b76f46e0bf24b282cd0f08872b61c9963b0
TD00000591,TR00000591,Card,f5b3b8a6c6685b0b756e490a75725d96a92cc63ddf79daafaf83f79af6fb1bdb
TD00000592,TR00000592,Card,dbf07d5d09cfdaf770a094d78d17dcec70500cd1243128257238499a1f11a466
TD00000593,TR00000593,Card,afbdaa44cf14c35362a809c65a339c091e250059a84faa065bc4fd4f0abc6196
TD00000594,TR00000594,Card,822a1fbf68e0c333738e17a878e8650f95503e0778ff5cb79ed5b24693091c66
TD00000595,TR00000595,Card,727d3bf4e3c63afd1b2c8148097436ef9dd86494b86116c1188512396d2f2da5
TD00000596,TR00000596,Card,422b4764363ff9caa46c28b7d310893723839cc5fbf2f76553d88ed614a4eae0
TD00000601,TR00000601,Card,2d47a25a2c35b07bcc3b38f2d6a50a49196a802c904360b6132cc11056096594
TD00000604,TR00000604,Card,08b062d168fbea2d3aeb89676187c471944ceb319430177f7c4e51e75826a13e
TD00000605,TR00000605,Card,90cff133f76fef9d92963128185253e8a5e830e2811e5e656afe8b75894a9a2f
TD00000609,TR00000609,Card,06d594898361890722051eba385c7280f166114a6e3954c6e6fac48513de505f
TD00000611,TR00000611,Card,d5d45457b5cd6c10bbafd3e4ef19da9993b7883f2eb84440a21ca1ebaa361e54
TD00000612,TR00000612,Card,22c35a9fe5a452eaf6362743f06ed2f4454fb29d65d7d619c3fa4e797210f3d8
TD00000615,TR00000615,Card,b514620540b8c71c16b961122c2037a92c55f7c73a46768e22ff2d345b3e7888
TD00000616,TR00000616,Card,7bab1213239a077aa8783fa335af5f3932482820281897dfd223b384935a8d45
TD00000618,TR00000618,Card,1c0e1757f6f194a4c1cff7674970a87dcd4938f6e37c930c0dd80073a3005108
TD00000619,TR00000619,Card,adbe86150916393078d76265234fae5f26714aa271ed13b08988b4ca273eaade
TD00000620,TR00000620,Card,6d4b3f1df3fe5b85f3ab0cc4f4f23770b2640b3834db5089a50bd8ec0221873a
TD00000621,TR00000621,Card,577acc2022df5ff392090a89526194cf186e91a75f254bf233264cdb300e5738
TD00000622,TR00000622,Card,a08a231dbaf2a1cd109c984f7e2e6f7c8375ebb08d94a8d2ffb1478534fefef7
TD00000624,TR00000624,Card,effb5cad1202f53ea2bc19d3ac4eb0449b86e84137531bc7121d4dd75c3ee14f
TD00000626,TR00000626,Card,0acaefae41642a16e4d66ec892138f7c6f66b727e60ead52fe3d59b8165e3ca7
TD00000627,TR00000627,Card,c72c177b06099b7a202fa944a29736cb22eaf438d23aac0aeef78a46ebaac135
TD00000631,TR00000631,Card,b603fee4e9e18d21e35dd672e7eba631a0cb023fbe970f8a66ebe73c008a3034
TD00000632,TR00000632,Card,7949697a9dec2e2e420825d35a22ae59e4097ef300b1764e3fb9500dee68aef4
TD00000633,TR00000633,Card,fc279aff58d2aeb2091c652907e9fe7dc852ae395e0a0b428d08f31b7f30d38c
TD00000635,TR00000635,Card,828d9a5a4e63ed059ecb89149cf50e7fc95f0c44a8ec406116f1536d684959bf
TD00000636,TR00000636,Card,2a1b0164728fa2b978f5162b82c0a49203da72764746726bf9238e77b3e05215
TD00000638,TR00000638,Card,69bb87baf64355a844463cdecd461715437580f007c61ee49ca14f6a2d03d177
TD00000639,TR00000639,Card,0c476efead5c40bb6251208d51c7a487436f6a54847bd6aa9c17f44a30d89e13
TD00000640,TR00000640,Card,b57824a023df3a3500aaf079adfc1244355c22ea1002a3c23a0012e258fd1266
TD00000641,TR00000641,Card,8d8b0a9c2f64c274822f556b1f268763a409dc5fb192ea874bc41bbc5791c0a8
TD00000642,TR00000642,Card,ac8761868ca94f48a788625fdfc28889c54065fbab3156e68883e6aee130eccc
TD00000644,TR00000644,Card,7a21e3861a38b75bd1e8adf85ef66a6e3ab2b5f8592cc5ae5bd7a2161051474d
TD00000645,TR00000645,Card,991c66726c9a4a6eaaea31d0ee154f6d6192a8e8288b35cddfe3ca43e547f907
TD00000646,TR00000646,Card,c7a3a390d0d99dd42a58ec6f815d62107f770dec0feebe6ae0291c2c9daaf27d
TD00000647,TR00000647,Card,4dae4aa567367d49eb4296d9a06496a060795ea589a0bbfc44d81534cb89fb71
TD00000648,TR00000648,Card,644866bfc165519542755604815b96f250be80732807e2749693b7805e9baf62
TD00000649,TR00000649,Card,7bab1213239a077aa8783fa335af5f3932482820281897dfd223b384935a8d45
TD00000650,TR00000650,Card,915ff8c989bed53d61f77bc9e22880a7d0b879cb9cd1a51387d70dda7d7bca99
TD00000652,TR00000652,Card,3db79b915539d440b24e7e2c5abc1c18ec39e171e1aaf33ff0376a3b95e5c5c9
TD00000653,TR00000653,Card,4304d22d157da9c1b2a1d55ec2609d0f9afc4d63e1c7a124afac5dc5a223cf3a
TD00000655,TR00000655,Card,4ee1f6eef0c5e1d59dc5e4bec3fa4057bf1413d4d373f71e0820e344a5228d05
TD00000656,TR00000656,Card,481ff5e73aad95413eedef2ec757bb47386efe2a194851083b8b0bb355885ef9
TD00000657,TR00000657,Card,372adc34312927fdd9e4c5f737f98d91e51cd65293315011c2a8dde0a6f79ad1
TD00000659,TR00000659,Card,3e2128a1ea68da5bdd26f017b81a5ff94d7b5adb950af2a7d81d07f62558f575
TD00000660,TR00000660,Card,6a10cff4659612bcb9ded75dc6bbd600dc72032e9e09e7b07fe3ddcd78b87b7f
TD00000662,TR00000662,Card,9e9199941fbb3b2bc3268aabf6ea319c89fcba33b2de3d69726fe911fdf78c37
TD00000663,TR00000663,Card,3a083e527773e1f58a37a2ba98db7e2cd9689fe4e9c399ffc5853cfcef6e1894
TD00000664,TR00000664,Card,e9f4a9249c8e8f7ebe57d439ba14ebfa60f3a22e30feab3eff9e2c9c3e53d5c9
TD00000667,TR00000667,Card,e9b192db4b10689e30e09fa74aa45c93076475ca6ba2c50ab541f20d8289c867
TD00000668,TR00000668,Card,43682f742b08d59387dee4c4a485a06e995d66769644168bb2c72916090f6d33
TD00000671,TR00000671,Card,ff56c4f4df4449fbab21cf90ed9c3706898e561d861d585acc4ba635de8a6d2d
TD00000674,TR00000674,Card,d6402fc4335904766ea179c2159004c2d30adb2f396a0cd78c2a52897b0f60d6
TD00000677,TR00000677,Card,ba3c7e70737561cad5c831ae54122e8fb0b07c4e1e836276d9f6a9ce93c7fc80
TD00000678,TR00000678,Card,f6747aa5adb300a59528ab495c28d893817593c72d431ed6db74c6351fa1401a
TD00000679,TR00000679,Card,27164e098382396b7e2024f7e5da57bb7f245948be785c98b3b08f9298125cb1
TD00000680,TR00000680,Card,6aee594ee75d5efbef56e8d0428e7ee47f3b9317fd682f742c65e6b2f6e44f8c
TD00000682,TR00000682,Card,bb998d55cb1af46cf691402d133d100a1b5f49618e38941d1088e5aa7a399a84
TD00000684,TR00000684,Card,34380635b442c1016cf06df723b7511031a841d59604cd4387cca48d78cad973
TD00000686,TR00000686,Card,5cd8ba7eefc3017f740bf00009d7774d7cafae1a1c8369228f6d5950aad1407a
TD00000687,TR00000687,Card,1a07d90dddaf39e57f73a6660f8b9542b787cfc793d402608c632b59db402ffe
TD00000688,TR00000688,Card,c68c35818aefbb099d742a53c93740dc2aa99587e7a695906a9ac9f43277dd53
TD00000689,TR00000689,Card,becf25b1ee62d1e94a31dd0bda341730f2cd0b15550734ea81ef231ad747018c
TD00000690,TR00000690,Card,fc04057203b0635fc3cdfbdd617acb8ddebc228587791f7b457bbae83b8303ff
TD00000691,TR00000691,Card,0a54342211dcdf39e2911c9995ea4c2e392b2a5398e5baaa3d468ae3cb62417d
TD00000693,TR00000693,Card,1f2dba5a16a7e93170809acd1b9c916fb3689d4d088c9f7408edc72892e85cf7
TD00000694,TR00000694,Card,bdbcd8d9480672b6bb146899817d3e2f00530c4d771d60449a186f94a230f638
TD00000696,TR00000696,Card,0c55b0fc4c25dea6f7ce7ca8a67434e31d1e920bad56d8eed65cfc457c647849
TD00000697,TR00000697,Card,3e9ee5db2141aad0899e53c8c7ec34944bd1b9725008f318d0796f2e5d602d82
TD00000700,TR00000700,Card,ab4061cb7c999188f76d5d0c76bb01562597e63235a0ad2110d4755a9a9f0e71
TD00000701,TR00000701,Card,0eff02f5ae29949a77653f0225ac80d79e6ab0292844804e6cabf47171239f54
TD00000703,TR00000703,Card,a0d34946614e99023296cc48579def9f79b833f46a4056ec1940532ab51de7cd
TD00000705,TR00000705,Card,8fe10d8f106c08536f95011a66a485198494f1423fe597909ba213d5700bc7cf
TD00000706,TR00000706,Card,95a5fd8a956ed067bf41c88a866d2673d664a1ac9866ca5a31880bfae9d0e842
TD00000708,TR00000708,Card,1868ddaa642eeebb82fd38ba7eae908ce2d1efa48be1d63dc0698b8e370087b3
TD00000709,TR00000709,Card,4be21f600d0f2fc23704fc32ad8669a8f71965ffdf635ecc60d3c571ffbd3e56
TD00000712,TR00000712,Card,3a083e527773e1f58a37a2ba98db7e2cd9689fe4e9c399ffc5853cfcef6e1894
TD00000713,TR00000713,Card,b8f58a399e59aeb3d68f3b2fbac82cf0961e235b03fdc34550f8cc39ccee583c
TD00000714,TR00000714,Card,c828a6167564b1bf29803ffc2c42f0cf374253ee3988691ccaa212bf877da91f
TD00000716,TR00000716,Card,d23b8fe11ac601559dd8ecbd7e55c359e836ab7615667e976f0e64045a78e2dc
TD00000717,TR00000717,Card,d0b4b0f2998b681cffce61cfea717743c0dd7660a2a8d57acd0a62de261ecea1
TD00000722,TR00000722,Card,ff257a1dadd866205fcf74bee0f2e5ee5dbead19b4c6e941b99ad74e8769896b
TD00000724,TR00000724,Card,fb926674fdae5a347e38c7f9d4e685aa9e191024e70909f580411c916d7a5475
TD00000725,TR00000725,Card,db7f58039658723eebe60b21ed4ee5aeb158404fb19c5af41598ff217d43708e
TD00000727,TR00000727,Card,499d2798847cfc9ed873a4e8aa14c17b5ca96da7a550ab50542323789bed7072
TD00000728,TR00000728,Card,76a8810a5d6000834f6858bf632a18613ded8a47760d82fe2e3cc9cb833d6cec
TD00000730,TR00000730,Card,6b488ea917fe83b181dc48a7cd8aedc842d4b400685c5e40eebf2697815bf9b6
TD00000731,TR00000731,Card,b57824a023df3a3500aaf079adfc1244355c22ea1002a3c23a0012e258fd1266
TD00000732,TR00000732,Card,90ebf37fd681501dcfc5a6750a8c4fff7916dc5b464cb2d14a99128cdb34e341
