AnonymousShopperId,PaymentTokenHash,DeviceId,FirstSeenDate,LastSeenDate,PreferredStoreId
AN000151,9956b426e0443444adb393f53e18f391982be98122a4bfcd1a0b18452928b568,DVCRUIXGH8G546,2024-08-25 00:00:00,2025-03-24 00:00:00,ST001
AN000152,ae563b5a1e1de658e3f04373f09b2037ca78d7710f20774c2fd3ea0c27ff0854,DVX8WCP0CWRXNV,2024-11-06 00:00:00,2025-01-31 00:00:00,ST009
AN000153,a6d3a418f0f43d59afe14f106aa4ca6b7f939798189cd5db43e4bb2f7e239314,DVTAPUZFVG630Y,2024-04-07 00:00:00,2025-01-04 00:00:00,ST007
AN000154,f6b5eb31e3192b93f6b40af94c0252fee1a9fb8e8b69ea674e45eec3f96cfbbc,DVMBSFMD8Z0T2R,2025-06-22 00:00:00,2025-01-22 00:00:00,ST023
AN000155,b3b213da7ca9ac18b07ece5d75dd5e79e76d37af7035dae608b4400008922ea3,DVYM9OK63XAYRX,2024-03-31 00:00:00,2025-05-05 00:00:00,ST040
AN000156,957f0180035b4dbf216852e6a8f4e5ecc238539a5bab036126b51ee8b7d2665f,DVJ8WFV4K8SRHD,2025-06-08 00:00:00,2025-12-02 00:00:00,ST034
AN000157,f349888f85d08f3b4ed85ac3a21310aaafd0883403104199bc7830c47d36fc5b,DVED6ODT3CDA6D,2024-11-18 00:00:00,2025-12-31 00:00:00,ST023
AN000158,18b3223d2f2a58af115b587e8f27c5a12c346698cc016a311d00f1dde59007f1,DVZEUGHVREF0XY,2025-02-24 00:00:00,2025-12-23 00:00:00,ST021
AN000159,03e8cb6aa461e7144e00868e91e7091824207bda7ea489e066ef8bfbd0c893ad,DVGYV93T37YVL8,2024-01-25 00:00:00,2025-10-20 00:00:00,ST016
AN000160,8e5cb385b04bbe9257265cf9782799413018efe22562a3750d9d8237c575de07,DVCOQJ4C5SKBQ5,2024-08-06 00:00:00,2025-08-03 00:00:00,ST018
AN000161,f5e49edf176305cf20d7ef1146a851451c16341ba109700d146b865a170179b3,DVEOXG0EHW94IC,2025-05-08 00:00:00,2025-03-09 00:00:00,ST001
AN000162,a8ad26fb5a5af5d6c0fa1d513b75b42597dbea50802feb6abbb96f5da61e334e,DVJZT2HRFUBIC2,2024-01-10 00:00:00,2025-12-15 00:00:00,ST023
AN000163,8eedaaef10d8fc579594354b9708eb57a65ef86f90ebfc99ee3b5064e0de4e96,DV378JCOAV6OML,2025-08-05 00:00:00,2025-12-27 00:00:00,ST023
AN000164,6d1db4638dfd697f0393b001fd49eb8b84d6155838a4edf31ee04b298e79b4c3,DVIXZV1JGEA9FR,2024-02-02 00:00:00,2025-08-04 00:00:00,ST037
AN000165,7c010aad74e1f76842fee5535342818f8617b05320f9dda9ba378130a5a96f5b,DVSD68D1CXOHBN,2024-06-27 00:00:00,2025-08-26 00:00:00,ST037
AN000166,291d29f1ef189960d5ef19d9fa7154ff0f9e576181e351209c4530bf4dd10ae3,DVWZUOZIDVI1F1,2025-03-04 00:00:00,2025-08-29 00:00:00,ST031
AN000167,f7a3b3258feb2fb44fd6524f7a6c246ade1c17a1cb9a7e612ed16f8035d03030,DV1G511SIMB4L5,2025-04-20 00:00:00,2025-03-19 00:00:00,ST007
AN000168,d020b80d300f70cbb8af102693094dd4e0ecb33c338202ab80a37de7a52d4a1f,DV5ISQKC11CRSY,2025-02-26 00:00:00,2025-06-19 00:00:00,ST012
AN000169,3f514cfe42fdc087a66d9db4b36142b57c0548390da1690b993e2a11a5b5ebc7,DVGR98PO6YS9N4,2025-11-15 00:00:00,2025-09-19 00:00:00,ST019
AN000170,f5231576f3b5eb552be42010af0a72399d13b6897ffaefce087040e419f7845a,DVJ96HBFD0LPH9,2024-04-15 00:00:00,2025-11-27 00:00:00,ST029
AN000171,86bf1c895a9ddab7b5deaefb1094157db52939a604580a5d3abbfa3191ee8c79,DV2U6JPUTPUQXV,2025-08-27 00:00:00,2025-09-24 00:00:00,ST019
AN000172,feebe57550c2f0d9d9d25e5162f2f3b02642ace07240837b2c701a46110bab59,DV3SIV9GS90AEQ,2024-06-07 00:00:00,2026-01-10 00:00:00,ST019
AN000173,253f9c84136bb695944178a44c5e9222127b8869576b7da2eba331838f2b8243,DVVSAFF18XL6VT,2024-09-15 00:00:00,2025-04-12 00:00:00,ST021
AN000174,6e0df11026984fa0bfd312e1579111bb5065b456253cf2de0eff3beee1a30359,DVWCM7QJ1PPIJE,2025-12-03 00:00:00,2025-03-28 00:00:00,ST033
AN000175,3db50d456912bbca1d2c91a88f37a41d130dc3cfc546b190b6670ed1937b6228,DV300AVG0L1E3O,2025-01-08 00:00:00,2025-04-29 00:00:00,ST023
AN000176,a1c6691fe14ae4411dfd110e82868d3747dc2238c981acfbfdc5240902127ab6,DVDBKYX7GFYWKA,2025-02-26 00:00:00,2025-06-21 00:00:00,ST036
AN000177,cf8928e91b3d718893f3c54c54bdc299aeb238ea2d512143a7b43e6c2172ad25,DVSIDCDDAKOT7G,2025-02-24 00:00:00,2026-01-13 00:00:00,ST032
AN000178,73c31e1ab613b46a32e9bdb38e553e8fd56f54e551f41b5d35a765cf2a7824c0,DVF21YYE6Y9C6N,2024-03-07 00:00:00,2025-11-30 00:00:00,ST003
AN000179,4c79b027bb9190f193287cfe4757277da07456187aef981a1beb9d89fecf8fea,DVQQL2N0XT9KSO,2024-10-28 00:00:00,2025-03-24 00:00:00,ST005
AN000180,2a2d1ff71b915762d22b7824a32c2f3d0f1d972f291dc50f09ed112d2fb5a0f6,DVQQNUA99VXRH4,2025-09-02 00:00:00,2025-03-27 00:00:00,ST011
AN000181,6d468e831f498951344104073160a64eb1fa5e18f6b7ee168d9258ad0ddacfd9,DV3HBP9Y67QR8P,2025-12-04 00:00:00,2025-04-15 00:00:00,ST017
AN000182,c98480e28a80d672e4385cd06628329e9cb30059077d954abdf423b01c9aa0ea,DVCCY84M41W4IX,2024-07-26 00:00:00,2026-01-01 00:00:00,ST034
AN000183,39892e8db42055046e94621c750128c6a2d8944a53ae6e0071ed086ae4a57d99,DVDPN2RIS3II17,2024-01-04 00:00:00,2025-09-09 00:00:00,ST006
AN000184,7d2ce7ccb3b2762c4a0876de5abc8619e1474a11573bb07f92543d5df6613b3c,DVC5Z4TLPOILOF,2024-10-07 00:00:00,2025-09-27 00:00:00,ST009
AN000185,f9609b3280522562bd73dd1b13b55f4690cb3049d0871096790c54dc3e76a0ae,DV0MNC6W4UQ6YW,2024-10-02 00:00:00,2025-12-29 00:00:00,ST020
AN000186,a5bde6888aa5e6b9901368d7b1283e64bc26897c80e2af1c811f9418c2b20b02,DV3IYNW2JIFF94,2025-04-10 00:00:00,2025-09-16 00:00:00,ST010
AN000187,87cffa25b640ee7c60513380d5e705b44515fe3509dab260d3cee6e018fc7f80,DV17EHWHU6ZC1F,2024-12-11 00:00:00,2025-09-14 00:00:00,ST015
AN000188,399d69839d1e8d1f14afbcfbda659efebd831c07914daccdc73a1c6971ed96ff,DVCRQ9S927C7HI,2025-07-16 00:00:00,2025-12-23 00:00:00,ST034
AN000189,3447ec105dd8c2ddf37e920a73cc93fdefe6336b417ace542672a8a6a16e29dc,DVCRS0GPZAQQ69,2024-12-03 00:00:00,2025-06-27 00:00:00,ST039
AN000190,8d2b26841a5ac1d9a487c35568c9279613a75418d935765ccaf240fd5c3d621b,DVBVUKGYXETEJA,2025-04-24 00:00:00,2025-12-21 00:00:00,ST005
AN000191,ddac452ede5c35c4788db4402d824588d46eaafe972d90710f6eb9b315e9015c,DVSOGI1XW5F4NN,2024-06-23 00:00:00,2025-09-04 00:00:00,ST028
AN000192,d07552593dc3b05ba784f77710957a6d130a2e33b4fed118b499bd480982822e,DV7854YWEX4OEH,2024-11-10 00:00:00,2025-03-22 00:00:00,ST031
AN000193,cb8931650ded74935bdf41c633f57988b542c6116ac59a54221f08f3a81e5616,DVDVCWCTV1OE6X,2025-10-12 00:00:00,2025-02-08 00:00:00,ST014
AN000194,150c428ffd3d9225dbf1a98f0b55bec1fddeec6a9aae3087af4e050fe9535d05,DVNMYVAMAZJ4XX,2024-06-11 00:00:00,2025-08-15 00:00:00,ST039
AN000195,09f005f38061ded5a2a79261a09238249e77bf5f25b8e38cf7858e03ee4d7322,DVIRRUHN4I48C6,2025-01-12 00:00:00,2025-06-05 00:00:00,ST017
AN000196,a2176819a3101a3f2fbcaab01a41a00b72ecd724ce093121d4ce9ef0aa2caf70,DVRVUL54EE4NC1,2024-05-04 00:00:00,2025-01-30 00:00:00,ST001
AN000197,f03b51bf35c817e7623b8411fbf680bacef2606cf4b07d5991f104ab2e5c998e,DVJ70JD1EGZUZD,2025-06-04 00:00:00,2025-07-12 00:00:00,ST022
AN000198,18684f485c29b970dc51d11fa8a58878ad10ab98ad060c553ed1504e842b34d6,DVAQENQN2P5HI4,2024-07-23 00:00:00,2025-11-25 00:00:00,ST005
AN000199,dc4c375ab4e1ff7992fe2886f5a562d9f68762ebbff9ab927a404a2d7efc7448,DV04KOM4SW5NSR,2025-07-08 00:00:00,2025-11-01 00:00:00,ST020
AN000200,edd721ccaf4c37fd8c32aac1dd5960d45b4df033b345eff2c2a222166bbc1cd8,DV57SJ9HIHIZEN,2025-08-21 00:00:00,2025-02-22 00:00:00,ST006
AN000201,3fe2e5fb48525e903e616ed5b0d7e0df4dbc10974dc04dbd96506273a8698704,DV7KMY8RQSD4X0,2024-11-24 00:00:00,2025-03-23 00:00:00,ST031
AN000202,c1793af24ef64a0e4b67f816edb19b416e61d3cca5474f642f9228a34b83f954,DV05EXVVKI71DH,2025-07-22 00:00:00,2025-06-27 00:00:00,ST024
AN000203,2b2bec17a83a69a340c2d835f724c63a56717e9e57cfb9327fe5292079877abe,DVVSHJ8X0O83TX,2024-01-15 00:00:00,2025-12-05 00:00:00,ST001
AN000204,34380635b442c1016cf06df723b7511031a841d59604cd4387cca48d78cad973,DV1YJYUGUTS3Z6,2024-05-10 00:00:00,2025-10-27 00:00:00,ST011
AN000205,1c7aecea100c5696c6172dce2fde5bbb5a25c1f6687eb2df0babffe1b1ca4ed1,DVNSD2BQGV6VBF,2025-09-02 00:00:00,2025-02-02 00:00:00,ST015
AN000206,9fa9dbb4e29718946974f91457eed8794330448ef45821e5c08014c17b136e16,DV0FPTH2JQUF2A,2024-01-29 00:00:00,2025-05-28 00:00:00,ST011
AN000207,32d2194c99121babbcbc7d550b36bc8ad5a591963f5144864a46ea798f70807e,DV6VZK78UMMIC3,2024-04-20 00:00:00,2025-07-02 00:00:00,ST014
AN000208,77d8c11ff0beb6c9ceaf7ff0ba984a86934c817105b774aa13c0209fa1eaea4e,DVQS4MB157MGCJ,2024-11-13 00:00:00,2025-06-10 00:00:00,ST036
AN000209,00b79ba35cd72394c398d200278a8d5e298c1e0ad2991c4eb56a7785fa6752f3,DVJOORW51R0I22,2025-01-17 00:00:00,2025-04-20 00:00:00,ST024
AN000210,c1f1f67163878c0e6a3ef07c06fe4f83f796b2da1271abce1c64f4d9f9b9672b,DVX9HWR3BMON1K,2024-12-18 00:00:00,2025-03-06 00:00:00,ST039
AN000211,51cac52e3bc2dcad4fc9c750336fca26c3e8b9f66f6314e23240ef2202255d9f,DV2CLDKQO68ZS5,2024-06-19 00:00:00,2025-09-02 00:00:00,ST005
AN000212,5f3431edde22169354e809f4d922a90d69957a237ad7f1b396b4cf7665b28982,DVX32JHLFR2CF2,2025-03-23 00:00:00,2025-11-06 00:00:00,ST019
AN000213,01f2ba6dc88083e7738d1678f15599cb575634448985dae7910dce2a6082adc3,DVBSDYI2LNM0V5,2025-03-02 00:00:00,2026-01-15 00:00:00,ST021
AN000214,4c301605d560533bff8d20ed8bf6576249d9cdf0e42d6a44f7ba983023b4d58a,DVQF7BLCT8SSXR,2025-09-27 00:00:00,2025-04-15 00:00:00,ST024
AN000215,0f7eecdc04cae34a82b86b64501e72f83ea9a6748297f712b78b41e69f195b33,DVCNW3VRLZ03P1,2024-06-02 00:00:00,2025-04-20 00:00:00,ST026
AN000216,9880ab0eeb51af5745877e66e70fae84c51da23b0865bffa08950a0f02a3083a,DVRSWHWQY06I03,2025-06-01 00:00:00,2026-01-04 00:00:00,ST004
AN000217,92cd4a5a9c45cb4686b38c404fb171cb09c5cac8db8d4d82852cd51c26fbebc9,DVH3ZT0HRQLREU,2025-05-11 00:00:00,2025-05-28 00:00:00,ST035
AN000218,e5f16bfa1cae992bf1218e1ab54a94752415d08df3f06dfb14d2969a61ab13e1,DVJL51W2ACCILF,2025-03-15 00:00:00,2025-04-11 00:00:00,ST039
AN000219,8c021fd7c9dac25a8b9d5d95fc657bcf03c46b46187bd8c4ea4a5d3c3e562f80,DVKVPTLSFJGSWU,2025-10-04 00:00:00,2025-08-22 00:00:00,ST020
AN000220,50643501fa949edb3d98b0e6d3bd5d7ded9c836be4ad9d23e94b8d95b78dfd05,DVAQY2XM96HKJR,2025-05-09 00:00:00,2025-03-03 00:00:00,ST025
AN000221,1e8e5a7012a91ccebdf1d3dd1a515c07e0a1eaa2729c3712a75fb4971b9289c0,DVA2P1AB8RRB5M,2024-12-01 00:00:00,2025-09-08 00:00:00,ST007
AN000222,4ad4b1499695ccb6f7dd68c1b81ea2cc2bdf4ab92d8525550a4a720f069ff490,DVXRJ994GMQSW0,2025-11-16 00:00:00,2025-08-16 00:00:00,ST028
AN000223,8b7dd05c7e2afa95450968198a479483b71be78bdc2b8370a3cfc30f8ca49b78,DV1UO1EI5G8393,2025-06-13 00:00:00,2025-01-31 00:00:00,ST040
AN000224,665c3328e8a2b6f7aa53402529827421942c0ac2e0c798a176a6ca9974138f38,DVN9T2U56GQD0K,2024-10-31 00:00:00,2025-02-14 00:00:00,ST038
AN000225,34ff1280e9263d3f911e22b1b7039e9851d8ce494fc0b5d32a7a4eefe745643b,DV71E6DBZUF71H,2025-06-30 00:00:00,2025-02-08 00:00:00,ST013
AN000226,63eb7dc6e4bffa7bdca98ec451f0605fea95d7e3d8a187641d18d220cf3aa4ba,DV4SE5FTSSJIRU,2025-04-09 00:00:00,2025-11-18 00:00:00,ST002
AN000227,cd6e6175bbc53c0dacbde6f59778928a758b4c4b224c22d682e2c6e16727c7ab,DV05AXQBN7H6V0,2024-01-04 00:00:00,2025-06-22 00:00:00,ST025
AN000228,4ebcc3ca33a144df053934d85e50c94003ab0bd8be577d39e7f276c5019bc4f9,DVDCUGL5T7JS0S,2024-12-21 00:00:00,2025-11-26 00:00:00,ST004
AN000229,32062e2ce3f9a52a1b416081f278eccf2f13f77f5ddcd4367d35f43e00a5caac,DVXW4WOW8RO71R,2024-12-24 00:00:00,2025-06-08 00:00:00,ST024
AN000230,0a81f25a12e7219e46b1d658f81cd4cbcbb2364c8e7aea66cb98d50092ba03d1,DVX3N0EOLVINU5,2025-12-11 00:00:00,2025-11-01 00:00:00,ST015
AN000231,d0f2c0fe6988d6675a3d9011be71f1f78b966546b97077e820b6b655928d5429,DVQSZ5Q1MNGLYI,2024-11-09 00:00:00,2025-10-03 00:00:00,ST022
AN000232,3696db21e9c4a4f0a533176dc8af98f55e461380d471bb77ee7ee534ef635b80,DVRNXWBHINAB3U,2025-10-24 00:00:00,2026-01-13 00:00:00,ST013
AN000233,9554fb0712cbd4f2583ef6f59ef24eeab42ca578d96607fb0df02ccfd03ed721,DVCBGOPTTYN14F,2025-11-01 00:00:00,2025-02-17 00:00:00,ST004
AN000234,7b8fb120d4ffa30fad688c9e6bb1cbe879350a19432e78b0baebf985cfa516eb,DV3WE1SB8CDP5Y,2024-12-10 00:00:00,2025-05-17 00:00:00,ST022
AN000235,f6e620b73421a190180b34f0184b7414d9d76a1ddf429e56fb66553b32d412ff,DVPXWRH78258BI,2025-05-03 00:00:00,2025-09-27 00:00:00,ST024
AN000236,700e1a085a913a6102cb5772046994055978b29916bc686cc8ef6aa1c3f1c536,DVJBUYGJHO6G7D,2025-03-29 00:00:00,2025-06-20 00:00:00,ST022
AN000237,2c254ca477f1846a1d70de783e57f18b5c7bc7a86d6d42b2b7afcb47b908a8a2,DVJF68LADXW10W,2025-09-24 00:00:00,2025-01-02 00:00:00,ST010
AN000238,43682f742b08d59387dee4c4a485a06e995d66769644168bb2c72916090f6d33,DV39AZOQEIZ2BQ,2025-01-24 00:00:00,2025-07-27 00:00:00,ST031
AN000239,3fecf1d39186836bc4eea06cb84464c6392845d9745233b0940ea336407cc6af,DVN1KDCELG2T97,2024-02-23 00:00:00,2025-03-04 00:00:00,ST023
AN000240,89aaddc7ed285c7261ac14835ccc93462cbda7f7fb63f470876f5df940b5cda4,DVGYLAYN46Y1DE,2025-01-08 00:00:00,2025-12-11 00:00:00,ST010
AN000241,70593d1cd05d4399ed6bd34426427dd862bf837cab6a97ad72efbec5f701e49e,DVIXIKPWYCNZHO,2025-06-27 00:00:00,2025-04-26 00:00:00,ST032
AN000242,5a749df2a7eead11397885777c539f5bf40ff0aa3ebe55f666ee26e149585d2a,DVVDQLLECS8JX6,2024-10-05 00:00:00,2025-02-10 00:00:00,ST034
AN000243,3dcab38be05d637a691c300d7c86a690df5ad13d04d0133677630ef3c3e323d1,DVXWJS6FKPRUMQ,2025-07-29 00:00:00,2025-01-30 00:00:00,ST005
AN000244,828b5a4ef6f0116e03bc6c6e8d4921206c27638ad9109dd65e47d83d4c1644d3,DVT1KO39KMCJPM,2025-10-02 00:00:00,2025-01-18 00:00:00,ST026
AN000245,8c4e6a6e6777f2be5bdf84891ec0314dc7d762c54b707a7bc9c2e5eacf8161d3,DV2OR6C8BEESV4,2025-09-04 00:00:00,2025-10-02 00:00:00,ST033
AN000246,3a5418272f9023e9b49ea8b3c7382376823242a957a6769a196feb551d00ea1b,DVATPTM3TKOIGQ,2025-11-22 00:00:00,2025-01-29 00:00:00,ST026
AN000247,4637786b022119ff462672e66e1bf7d81ce7ea8e31850bf5adaadff289a89f69,DV33MHU7D5SQI9,2024-04-14 00:00:00,2025-02-07 00:00:00,ST015
AN000248,d9d376185cbfcde14a1db3bb629e2fa3a3996ad5b923d5e89d2530f58454ae6f,DVIZ1SFXJ84V5K,2024-05-08 00:00:00,2025-03-02 00:00:00,ST004
AN000249,fdf1ad3389055c5557559b517db3e7c1281ab25fd34887772d6c2680b2961e73,DV8MKRX4CGOH0N,2024-01-03 00:00:00,2025-06-25 00:00:00,ST020
AN000250,fb926674fdae5a347e38c7f9d4e685aa9e191024e70909f580411c916d7a5475,DV7Z5DSJQGPJG3,2024-08-28 00:00:00,2025-07-28 00:00:00,ST038
AN000251,debe7e8298ae85684d2dba806064cae8158385851608eddbf21e023f39546729,DVV98PPHQ0NMZ1,2025-01-12 00:00:00,2025-08-08 00:00:00,ST001
AN000252,6ca39127c89cf052b9805d107bb5d21dab0b30bb5098d1ad192eafaf8ae369a5,DV9GXUUU4YQ7NQ,2024-12-11 00:00:00,2025-05-23 00:00:00,ST039
AN000253,d98635afa85a36938b1c1b8ca395a3f5e4faf2eead72c2cc4f00218cef44ff28,DV3WG3Z4SRQYLG,2025-12-31 00:00:00,2025-06-17 00:00:00,ST030
AN000254,00f91baf65e7c6b5a959d6dab73ce90e2dc4668285b9fba9d3a7324fdddf757d,DVX55DYWTOK3FB,2025-07-25 00:00:00,2026-01-09 00:00:00,ST037
AN000255,546c625a6ee9d11959a7b6d4fdcd102ac4d761702fa4bedbf53c4e30d97572a8,DVWBF1L8E2N1EV,2025-01-02 00:00:00,2025-08-02 00:00:00,ST035
AN000256,3c912d1450295ee199d6ef7fc20ead517844435dac59d26c267f735aed679298,DVKDQV6TIAG8AX,2024-09-19 00:00:00,2025-02-04 00:00:00,ST028
AN000257,cdf1d9ffd7a10c5b1558d33910c8bdb92563a8ad60915d1104eef4449b6bf58c,DVAPBVLVF6X04P,2024-08-07 00:00:00,2025-04-26 00:00:00,ST004
AN000258,d19b33fb99b6790ffc740e7226417a594d45b133a9a044bdd2fe79f69a03c038,DVN4NPAM80Q8KN,2024-12-02 00:00:00,2025-11-03 00:00:00,ST004
AN000259,a924cdd5dd9dc0429c73f2fe20e8df7cc2ac865d3693e8f17135c8e703017206,DV1ZDW2GSUVHYU,2025-02-17 00:00:00,2025-03-03 00:00:00,ST016
AN000260,700620da0ca1c92a20f674dd97af6066b097864dcd0a2fc57a2630614f7efb02,DVY4GVF0PGMZ3K,2024-10-29 00:00:00,2025-09-12 00:00:00,ST010
AN000261,4551513830ddaa0b02c2a66770ffd52f797fe84f027cba238a33ea69276d36ae,DVO1IXVT3DOZYD,2024-09-03 00:00:00,2025-07-21 00:00:00,ST025
AN000262,70f99eaef8c4f4e4462407b61c5038358b6d16e219eb1e2f641badb9b2a1bfa7,DV0713EVLCP4SL,2025-11-28 00:00:00,2025-05-05 00:00:00,ST017
AN000263,0c55b0fc4c25dea6f7ce7ca8a67434e31d1e920bad56d8eed65cfc457c647849,DVC7SQQ0EMTDFV,2024-07-23 00:00:00,2025-03-04 00:00:00,ST020
AN000264,727d3bf4e3c63afd1b2c8148097436ef9dd86494b86116c1188512396d2f2da5,DVI47M9UZOHBXQ,2025-04-11 00:00:00,2025-11-17 00:00:00,ST030
AN000265,0ec0278e45b1ceffe8b5264ec99d45eed0e471c2e6a9932fe42e72b71c54bb27,DVLXDYIK3PMLEI,2025-01-02 00:00:00,2025-02-18 00:00:00,ST025
AN000266,bdf7df248618c4308ef35eaa9025fa859aa81e1f01bf25559e0fe057fabd6ae2,DV0M12AM33J4LT,2025-12-28 00:00:00,2025-05-31 00:00:00,ST033
AN000267,88e03813872d63b554de3869b663d2695b7e60a1535af559970a6391ecbfc2d3,DVJOC4CQ4IEFOA,2025-04-24 00:00:00,2025-12-31 00:00:00,ST020
AN000268,93ce28c5ee5749231012f8ba78b4a8722b88be7192574a3d44084a3270027829,DVGPA426LTBF9J,2024-11-26 00:00:00,2025-07-27 00:00:00,ST019
AN000269,428a583e828ff4a2486ece88b8c471bac4ff60081fb02df90b1d573c7dfd382c,DVAAIO06KVQ6IW,2024-10-05 00:00:00,2025-07-10 00:00:00,ST001
AN000270,2f8725748635c69a4b17f256e898071147e9e67155bb0972463e8ee502274161,DVVY1UEK5W8PWC,2025-12-25 00:00:00,2025-05-26 00:00:00,ST015
AN000271,dcecb8555300902b2bf2ad4246bb16556c076b0a2838cab2670a3fe2c1360373,DV9KZ5P3JDQ036,2025-07-03 00:00:00,2025-12-05 00:00:00,ST017
AN000272,3bb027f4e53380e0e11feaf20f1d78bfa32924c5d3232991d985d4c569c7229d,DVHVASLXPFK5L6,2025-12-05 00:00:00,2025-09-07 00:00:00,ST017
AN000273,24ff4103eeed9a20726c5458dc2ab636f0df0028ee2c246a63b4a00b6b4b0201,DV13XQFJBHRH6O,2024-09-24 00:00:00,2025-01-20 00:00:00,ST007
AN000274,09fe787001ec25d59cd0ac51172d7f15ab2679af6dc3216af92d0ab0f6239fcd,DVU7UNB70O5PRZ,2025-06-13 00:00:00,2025-07-27 00:00:00,ST001
AN000275,bb6f5c6b0352331f02044de2bfd6cd17bbeb4f06a88eaa7dc28567260c9856b0,DVPTZC4VOYDMB8,2025-07-19 00:00:00,2025-10-25 00:00:00,ST010
AN000276,e5cceddc048b558672bea3c08506a30eeb152837048426b9be4deca49af829e6,DV8WZ0OECCQ8AT,2025-06-04 00:00:00,2025-05-22 00:00:00,ST037
AN000277,91edbc5f48ce1f4d4b602a5c6b5eaf5f0e78ba394b19b6e9a72426ea21e9f469,DV2MQMR2HPLVKW,2025-07-28 00:00:00,2025-02-13 00:00:00,ST023
AN000278,62ef26511af577aea91925746e136f5ef62ad79c1ca480daa414f92a7254a842,DVL2RDY2ERYA3I,2025-01-26 00:00:00,2025-03-13 00:00:00,ST024
AN000279,d23b8fe11ac601559dd8ecbd7e55c359e836ab7615667e976f0e64045a78e2dc,DVSY1UP1DNMVIY,2025-05-08 00:00:00,2025-02-01 00:00:00,ST002
AN000280,cc8e81cf7dd25bb79c29a290e9c0b5818cacd6ccd9e4b247fbc1eab3fbae5c0c,DVRAM1QVF3ZLM4,2024-08-31 00:00:00,2025-10-01 00:00:00,ST016
AN000281,cfb9633cb9f41e9a8589f618ab55240f57121246751008ffe098199851703a7d,DV034ZN4MD8EQ8,2024-07-23 00:00:00,2025-11-27 00:00:00,ST028
AN000282,4dae4aa567367d49eb4296d9a06496a060795ea589a0bbfc44d81534cb89fb71,DVGUCE3D26H750,2024-08-09 00:00:00,2025-10-11 00:00:00,ST005
AN000283,a823c9587865b994a8b2ebd85742121955877dd603c4c803f239f4569a562a06,DV1R4UV1L9NOUJ,2024-07-16 00:00:00,2025-08-30 00:00:00,ST026
AN000284,c231c974e78f12e675a9701742e2a787a8d63025d279cb9497e000a689a32bfe,DVJXH5KMX4NS7W,2024-08-13 00:00:00,2025-04-07 00:00:00,ST034
AN000285,149474fd661ab2187a61024dbd45b46731b72448cce7d9a08e804082b7b4b009,DVSV4AWEW7TF6I,2024-05-08 00:00:00,2025-12-01 00:00:00,ST005
AN000286,9cd9d5f6ffa014d81145b8486e1388d96ca6bfc9c3b2b8d21742e336efe1a387,DVTC69259E1TYQ,2025-10-21 00:00:00,2025-12-10 00:00:00,ST033
AN000287,2e0c8017e663f519040ff3cb5cdf41a2147c77d15bdb73207d98a0ca3cb61d80,DV2ZHYMSKEWJS7,2024-06-19 00:00:00,2025-12-31 00:00:00,ST016
AN000288,c77097247a72f36386eccd364e30b68b00d846060dcdd2ef4b738c69ed9cc32e,DVK6CBRVYTD0SQ,2024-09-07 00:00:00,2025-03-28 00:00:00,ST028
AN000289,456ec6d037567fd8ff3c4fa6cdc204ce05bf73c3100d209e7e9f3bafa56cbaac,DVWUYXP3MIHA3G,2024-06-26 00:00:00,2025-02-05 00:00:00,ST039
AN000290,88163abd39527daad43bf2d7ed162245003736feacb45a2e0a0b6c01b41e9cd3,DV28OUG1UFOCKA,2024-04-08 00:00:00,2025-06-19 00:00:00,ST030
AN000291,a975ef3a1fb2386d05f4900d504aceebec4953fd7ab63f50e8560fff1cc2c8ac,DVK8VKJEIY7V7I,2024-03-29 00:00:00,2025-06-01 00:00:00,ST040
AN000292,cad162c61cb063a58545dec961a1514c53a6dd722d15b0e8c95109f1084e4833,DVAAQJPNFZSEVU,2025-10-13 00:00:00,2025-09-30 00:00:00,ST029
AN000293,54392549bc4a2fd24ee5b48fa364ebbd073f35fcf6651e43006fc47d14030c79,DVZIUVP7KW7ESO,2024-02-17 00:00:00,2025-07-16 00:00:00,ST029
AN000294,242d1185c3e4aab94145f0c80d07f40cbe0743f05389edd7551cba7d86490aa1,DVSQWFGGNP0QVB,2025-07-04 00:00:00,2025-12-17 00:00:00,ST021
AN000295,c38b8901bebacdbce964192b57aceb8ea20b82662a19f9eec8cd4680f97f56fe,DV9JLN4DNPDIXT,2025-08-29 00:00:00,2025-08-27 00:00:00,ST025
AN000296,42bb1c7f82297969e6d25a54e6a2db71c73ba878f0f1193d934e987a7b4699e9,DVXZ37M7AVV4LL,2024-10-13 00:00:00,2025-02-17 00:00:00,ST040
AN000297,b3f86049e4623fc21ea683b551dccac5ddb4e5a6336cda60ee161c3ae8905976,DVW8WO6L5BS8NR,2025-06-09 00:00:00,2025-10-12 00:00:00,ST025
AN000298,e541ce30759eb0722187d5316f977ce9bd73a857c1fe6805632bcfd89ac51a87,DVVMZQX65U0248,2025-01-02 00:00:00,2025-09-07 00:00:00,ST001
AN000299,e3f268e344284e80d81735fc8c3733b543655313c879ca553df0c6b19115105f,DVUSG5ADOIO78H,2024-07-18 00:00:00,2025-09-02 00:00:00,ST014
AN000300,8c396d2632193db0905d31dc4c92e7a368bc756a77950d431bfa3f4dbfa72724,DVR8GMPKSU84S7,2024-05-11 00:00:00,2025-11-18 00:00:00,ST040
