ContactId,AccountId,FirstName,LastName,Email,Phone,Role,CreatedDate
CO000270,AC00003,Francesca,De Luca,v7s7o4.yc3s@example.it,+393215023908,Buyer,2025-01-05
CO000271,AC00236,Luca,Rossi,0dpjhs.g04a@example.it,+393738038301,Buyer,2024-12-07
CO000272,AC00465,Ilaria,Gallo,jmmuzu.qed0@example.it,+393259997565,Buyer,2024-02-06
CO000273,AC00228,Elena,Marino,gv812h.nc0i@example.it,+393593947814,Buyer,2022-03-23
CO000274,AC00499,Luca,Ricci,4x6g1e.bzgf@example.it,+393635791871,Owner,2022-07-28
CO000275,AC00521,Paolo,Ricci,lig5gk.zjru@example.it,+393798267518,Owner,2023-06-06
CO000276,AC00139,Alessandro,Greco,mxqw3b.4nth@example.it,+393595753745,Owner,2024-11-18
CO000277,AC00276,Sara,Conti,zm32hz.s32d@example.it,+393648484824,Buyer,2025-08-20
CO000278,AC00291,Alessandro,Colombo,1jqbex.gfvn@example.it,+393622255656,Manager,2024-09-20
CO000279,AC00053,Andrea,Romano,nvbzw5.apmx@example.it,+393694463016,Owner,2023-04-10
CO000280,AC00110,Elena,Marino,d6lqga.3qup@example.it,+393243571772,Owner,2023-09-20
CO000281,AC00004,Alessandro,Gallo,o4jnmy.k851@example.it,+393611419981,Buyer,2024-02-20
CO000282,AC00047,Marco,Greco,6sp18o.bs75@example.it,+393451113725,Buyer,2025-12-22
CO000283,AC00094,Marco,Esposito,87h91e.l88l@example.it,+393952076914,Accountant,2023-07-13
CO000284,AC00213,Martina,Ricci,12qfaf.5kci@example.it,+393623055585,Buyer,2025-10-14
CO000285,AC00436,Francesca,Verdi,hdiy4n.rmqy@example.it,+393364252076,Buyer,2024-08-17
CO000286,AC00508,Paolo,Colombo,z6y3z1.de1e@example.it,+393290315292,Buyer,2022-04-01
CO000287,AC00205,Andrea,Ricci,1630po.cr0v@example.it,+393812384962,Chef,2024-12-12
CO000288,AC00381,Stefano,Gallo,hv1nm3.v16x@example.it,+393749911488,Manager,2024-05-09
CO000289,AC00073,Andrea,Bianchi,eghpmx.pkn3@example.it,+393622749754,Buyer,2025-05-12
CO000290,AC00516,Davide,Ricci,b8pfy4.qcyd@example.it,+393588749082,Owner,2023-07-10
CO000291,AC00076,Alessandro,Costa,52alun.qr8o@example.it,+393588340751,Owner,2022-06-05
CO000292,AC00077,Valentina,Bianchi,1kjwv2.qnrm@example.it,+393264901853,Buyer,2022-01-02
CO000293,AC00410,Matteo,Conti,tn29tn.yfm7@example.it,+393525554973,Manager,2025-10-12
CO000294,AC00106,Matteo,Ricci,vh30qb.kern@example.it,+393824073270,Buyer,2024-04-04
CO000295,AC00476,Elena,Mancini,6yjmk3.tgma@example.it,+393508099181,Owner,2024-03-12
CO000296,AC00275,Stefano,Ferrari,lwvmb0.idd0@example.it,+393473520394,Manager,2024-09-09
CO000297,AC00088,Paolo,Marino,wpj8yi.340s@example.it,+393522662742,Manager,2024-12-17
CO000298,AC00077,Paolo,Ricci,qcnf9w.5n9c@example.it,+393904403721,Buyer,2025-07-01
CO000299,AC00077,Marco,Rossi,70pa8j.x54p@example.it,+393238845555,Manager,2025-04-18
CO000300,AC00442,Valentina,Conti,egjks4.i2nr@example.it,+393673493588,Buyer,2023-05-08
CO000301,AC00540,Davide,Ferrari,1p02jy.v6yj@example.it,+393663303681,Chef,2023-10-31
CO000302,AC00245,Sara,Gallo,oaoejv.9lha@example.it,+393620387366,Chef,2024-11-24
CO000303,AC00382,Davide,Verdi,lckz3v.wlo7@example.it,+393410826170,Buyer,2022-03-16
CO000304,AC00142,Giulia,Bianchi,ammpq0.hzyj@example.it,+393935360479,Manager,2024-08-01
CO000305,AC00368,Ilaria,Esposito,b48wum.h9nk@example.it,+393528747068,Chef,2025-08-05
CO000306,AC00084,Paolo,Colombo,lybwgm.p9a9@example.it,+393849247830,Buyer,2023-01-06
CO000307,AC00143,Luca,Greco,uri7ev.4dh9@example.it,+393402469603,Buyer,2023-08-10
CO000308,AC00352,Chiara,Verdi,ugf10o.o1pv@example.it,+393970173255,Manager,2022-11-25
CO000309,AC00545,Ilaria,Mancini,lnd581.lto4@example.it,+393441290975,Owner,2023-08-13
CO000310,AC00152,Paolo,Ferrari,rq3q7g.ktmq@example.it,+393809405267,Buyer,2024-02-16
CO000311,AC00158,Stefano,Colombo,g6nx9o.wwew@example.it,+393647570239,Chef,2022-10-31
CO000312,AC00446,Andrea,Mancini,9v08li.uqdn@example.it,+393569141602,Manager,2023-08-02
CO000313,AC00303,Andrea,Bianchi,05xt54.fn5g@example.it,+393209165609,Buyer,2022-08-09
CO000314,AC00450,Ilaria,Esposito,77lk6h.qiv9@example.it,+393524593087,Owner,2024-09-05
CO000315,AC00224,Andrea,Costa,29sevl.7fq8@example.it,+393894950649,Buyer,2025-04-02
CO000316,AC00043,Stefano,Costa,aby595.cpjz@example.it,+393849096700,Buyer,2023-01-10
CO000317,AC00264,Valentina,Marino,e1xtar.0ko3@example.it,+393604724239,Owner,2025-05-28
CO000318,AC00003,Elena,Esposito,1nzsxp.efj3@example.it,+393379609980,Manager,2025-07-01
CO000319,AC00268,Alessandro,Colombo,1egom6.2hdx@example.it,+393687065766,Owner,2022-07-07
CO000320,AC00016,Luca,Gallo,c6rijk.q2zu@example.it,+393403766933,Buyer,2025-04-29
CO000321,AC00334,Elena,Colombo,v1fkhn.nk8f@example.it,+393339023550,Buyer,2025-11-13
CO000322,AC00464,Francesca,De Luca,wrpk0z.fknw@example.it,+393381401495,Accountant,2025-05-23
CO000323,AC00059,Chiara,Mancini,bhkvjz.09ow@example.it,+393613756040,Buyer,2025-10-30
CO000324,AC00177,Chiara,Conti,gmf4ln.5rgs@example.it,+393344621892,Owner,2025-01-14
CO000325,AC00063,Stefano,Bruno,g6a8ml.ik22@example.it,+393665832017,Owner,2023-04-19
CO000326,AC00307,Marco,Marino,xmq664.42si@example.it,+393326133687,Buyer,2024-04-23
CO000327,AC00246,Andrea,Ricci,hxodlc.tt05@example.it,+393294982824,Buyer,2023-06-15
CO000328,AC00289,Paolo,Colombo,8cuij0.yxiy@example.it,+393517309724,Buyer,2024-12-06
CO000329,AC00332,Andrea,Bruno,qbvtdg.3c6s@example.it,+393357687636,Buyer,2024-12-24
CO000330,AC00527,Marco,Gallo,civuqt.2lwh@example.it,+393474584158,Owner,2024-08-20
CO000331,AC00255,Matteo,Verdi,edhthr.uu5e@example.it,+393432402979,Buyer,2023-04-20
CO000332,AC00510,Elena,Bianchi,51h3wq.a1vr@example.it,+393641238800,Buyer,2025-03-15
CO000333,AC00463,Giulia,Colombo,gss8k5.ijul@example.it,+393914537172,Owner,2024-08-03
CO000334,AC00199,Giulia,Greco,p98rl9.qfcp@example.it,+393347580911,Owner,2025-11-06
CO000335,AC00271,Matteo,Bianchi,k7pwtg.21hs@example.it,+393993327686,Owner,2024-12-25
CO000336,AC00064,Francesca,Ferrari,ltdkvu.ff12@example.it,+393568854654,Owner,2023-06-01
CO000337,AC00230,Giulia,Costa,4vf89x.22j7@example.it,+393902813440,Buyer,2025-01-21
CO000338,AC00249,Stefano,Conti,q4kfmm.0qpo@example.it,+393795717613,Owner,2023-03-02
CO000339,AC00246,Elena,Costa,p1o8m2.91az@example.it,+393946708348,Owner,2025-01-22
CO000340,AC00157,Giulia,Gallo,hzknl2.luhh@example.it,+393544200194,Owner,2022-05-13
CO000341,AC00088,Andrea,Mancini,s4dilr.zq8b@example.it,+393486211304,Accountant,2025-12-28
CO000342,AC00313,Valentina,Ferrari,xy6rkv.ndxj@example.it,+393923171704,Chef,2025-09-26
CO000343,AC00066,Matteo,Costa,n7de0l.1off@example.it,+393362463133,Owner,2022-11-10
CO000344,AC00020,Luca,Marino,khdiu1.jtka@example.it,+393308890152,Buyer,2023-08-14
CO000345,AC00033,Alessandro,Gallo,1c2zl4.6q5g@example.it,+393929261613,Owner,2025-05-20
CO000346,AC00073,Alessandro,Bruno,qqlyzj.0aeo@example.it,+393752641052,Buyer,2024-10-05
CO000347,AC00343,Marco,Colombo,orbt6s.apbs@example.it,+393751085229,Owner,2022-06-08
CO000348,AC00133,Martina,Bruno,22ruw0.u92t@example.it,+393883149142,Manager,2025-07-15
CO000349,AC00055,Sara,Ferrari,24d7v9.11pj@example.it,+393242188165,Buyer,2023-10-23
CO000350,AC00061,Elena,Marino,q50xcx.msy3@example.it,+393773164392,Chef,2024-01-18
CO000351,AC00520,Marco,Ricci,paua3a.ipji@example.it,+393989148911,Owner,2024-03-11
CO000352,AC00272,Andrea,Mancini,ylqx1u.m55f@example.it,+393729346462,Manager,2023-02-14
CO000353,AC00246,Chiara,Ricci,1hgav4.2t8l@example.it,+393837929920,Manager,2025-10-11
CO000354,AC00176,Martina,Bruno,lihkpj.7hme@example.it,+393937921927,Owner,2023-11-11
CO000355,AC00317,Davide,Ricci,6p4np0.0nqo@example.it,+393863249526,Buyer,2025-05-01
CO000356,AC00131,Stefano,Bruno,hn3dg6.0e1e@example.it,+393305319161,Owner,2025-07-18
CO000357,AC00102,Giulia,Verdi,rv0lg9.2mje@example.it,+393994467258,Owner,2022-04-24
CO000358,AC00310,Giulia,Ricci,qa2o4m.84p4@example.it,+393868699210,Owner,2024-06-15
CO000359,AC00292,Francesca,Ferrari,k9dxoq.8jxl@example.it,+393637618411,Buyer,2024-12-14
CO000360,AC00495,Alessandro,Conti,fiuefz.1c25@example.it,+393358397223,Buyer,2022-03-06
CO000361,AC00361,Stefano,Rossi,xnofg7.803g@example.it,+393886625727,Accountant,2023-11-15
CO000362,AC00338,Marco,Costa,5dfrlw.6jl2@example.it,+393457807643,Owner,2025-07-19
CO000363,AC00010,Davide,Ricci,l5b56b.nvsf@example.it,+393977770137,Accountant,2025-10-17
CO000364,AC00049,Alessandro,Ferrari,a6d9er.94te@example.it,+393534078559,Owner,2022-05-26
CO000365,AC00487,Giulia,De Luca,vwlq6e.xnwz@example.it,+393963662134,Manager,2024-07-31
CO000366,AC00321,Andrea,Marino,r04hhe.7icd@example.it,+393290876558,Buyer,2025-05-17
CO000367,AC00133,Chiara,Romano,o5digx.l9ys@example.it,+393906538226,Owner,2025-08-02
CO000368,AC00083,Ilaria,Marino,u51epx.u7b6@example.it,+393845088124,Chef,2024-10-30
CO000369,AC00057,Francesca,De Luca,nbhgfb.2flu@example.it,+393812992364,Buyer,2024-01-09
CO000370,AC00376,Marco,De Luca,rmw3uq.hwte@example.it,+393933041703,Manager,2022-07-05
CO000371,AC00349,Francesca,Colombo,k17m6j.3rtx@example.it,+393608307788,Buyer,2025-03-03
CO000372,AC00271,Andrea,Marino,ymscnx.8eiq@example.it,+393483113206,Buyer,2024-04-14
CO000373,AC00483,Marco,Verdi,etk5lp.9c5s@example.it,+393436870821,Buyer,2024-03-19
CO000374,AC00111,Paolo,Bianchi,o79h4h.a0mv@example.it,+393415836278,Manager,2022-06-20
CO000375,AC00076,Paolo,Bruno,f4s2ni.8tnd@example.it,+393800979330,Owner,2022-08-01
CO000376,AC00158,Valentina,Gallo,fww41f.7v4k@example.it,+393563821821,Manager,2022-01-27
CO000377,AC00532,Alessandro,Romano,88k686.qe7a@example.it,+393457077344,Chef,2024-10-10
CO000378,AC00329,Matteo,Marino,jul7w8.cof3@example.it,+393343857676,Owner,2024-12-27
CO000379,AC00122,Valentina,Mancini,138i2x.og4c@example.it,+393973271730,Owner,2024-02-29
CO000380,AC00041,Elena,Mancini,8j6e07.fpy1@example.it,+393502509010,Manager,2023-02-12
CO000381,AC00167,Francesca,Romano,aeldwq.xke0@example.it,+393694923103,Buyer,2025-02-06
CO000382,AC00023,Matteo,Verdi,qc96mj.9n6e@example.it,+393400423564,Buyer,2022-03-15
CO000383,AC00279,Francesca,Gallo,qv5y21.id9v@example.it,+393592595763,Owner,2023-08-01
CO000384,AC00469,Giulia,Verdi,vn5x48.pw5k@example.it,+393915874889,Buyer,2023-11-11
CO000385,AC00400,Stefano,Ricci,0jjsp4.9cd3@example.it,+393261850952,Owner,2025-07-09
CO000386,AC00009,Sara,Bianchi,irvxd2.zu4n@example.it,+393591561974,Buyer,2025-10-23
CO000387,AC00013,Francesca,Gallo,s7nvv2.8ue1@example.it,+393770832029,Manager,2024-02-25
CO000388,AC00052,Valentina,Ferrari,my6po0.m24u@example.it,+393453242247,Owner,2024-04-28
CO000389,AC00209,Giulia,Marino,s73w1y.aua8@example.it,+393441498332,Buyer,2024-05-19
CO000390,AC00550,Stefano,Conti,d7204j.3m9i@example.it,+393463627860,Accountant,2022-08-25
CO000391,AC00402,Stefano,Mancini,qbq9j2.h1tl@example.it,+393479969634,Manager,2023-12-28
CO000392,AC00191,Davide,Marino,om344m.w04i@example.it,+393417225359,Chef,2025-10-21
CO000393,AC00051,Paolo,Costa,3dzxlr.gnjz@example.it,+393237295865,Buyer,2025-08-02
CO000394,AC00393,Andrea,Verdi,m3618l.eu6z@example.it,+393940371118,Manager,2023-01-13
CO000395,AC00300,Valentina,Bianchi,u1tozh.dv5o@example.it,+393458648981,Owner,2023-10-23
CO000396,AC00196,Matteo,Colombo,jzto7d.835k@example.it,+393283266881,Owner,2024-04-09
CO000397,AC00417,Martina,De Luca,uc9pbt.yjr3@example.it,+393284487999,Owner,2024-06-24
CO000398,AC00420,Valentina,Rossi,9iixha.iaw4@example.it,+393958497486,Buyer,2023-01-11
CO000399,AC00522,Sara,Colombo,otuo4u.w590@example.it,+393592822372,Chef,2023-09-11
CO000400,AC00356,Chiara,Rossi,z92jn6.7lm8@example.it,+393917754648,Buyer,2023-10-15
CO000401,AC00148,Ilaria,De Luca,e49ite.92sr@example.it,+393768011575,Manager,2025-01-04
CO000402,AC00365,Stefano,Conti,l3vzzx.t9qu@example.it,+393736342896,Manager,2024-10-29
CO000403,AC00364,Paolo,Esposito,bwrp8g.uucm@example.it,+393635582478,Buyer,2022-07-15
CO000404,AC00402,Matteo,Ferrari,5fyczu.80zr@example.it,+393230053409,Buyer,2024-03-17
CO000405,AC00492,Alessandro,Esposito,z79hqt.ylu5@example.it,+393601431312,Buyer,2024-06-11
CO000406,AC00229,Sara,De Luca,8ftyla.vzme@example.it,+393971771232,Buyer,2025-08-06
CO000407,AC00537,Chiara,Verdi,9wt00i.v1gg@example.it,+393486770868,Owner,2024-12-20
CO000408,AC00268,Luca,Conti,xred8u.8noz@example.it,+393597064285,Accountant,2024-07-25
CO000409,AC00405,Andrea,Verdi,emdmz5.rgoi@example.it,+393701334868,Owner,2025-11-13
CO000410,AC00011,Andrea,Bruno,9wm1sa.v9cn@example.it,+393981430865,Owner,2024-04-26
CO000411,AC00320,Andrea,Marino,g8tana.6u48@example.it,+393619193428,Chef,2024-03-28
CO000412,AC00126,Giulia,Rossi,gwghm5.6vu6@example.it,+393940698205,Buyer,2023-07-18
CO000413,AC00306,Luca,Gallo,z5gf3b.bt87@example.it,+393805284894,Manager,2023-09-26
CO000414,AC00511,Martina,Greco,3lkmgs.6rv9@example.it,+393924925532,Buyer,2023-11-10
CO000415,AC00089,Giulia,Bianchi,777tnq.etmn@example.it,+393488367315,Buyer,2024-10-14
CO000416,AC00355,Marco,Ricci,i3gom6.736z@example.it,+393736204647,Owner,2022-01-08
CO000417,AC00352,Elena,Romano,4dsxls.utot@example.it,+393555220820,Buyer,2025-10-24
CO000418,AC00014,Ilaria,Verdi,hlqh7p.pcad@example.it,+393686975643,Buyer,2024-12-04
CO000419,AC00257,Sara,Esposito,uvl911.zsb8@example.it,+393630974878,Manager,2022-12-10
CO000420,AC00209,Ilaria,Esposito,lv6tx0.tbkg@example.it,+393830100168,Buyer,2024-03-06
CO000421,AC00281,Andrea,Greco,8b350s.gnz6@example.it,+393964618363,Accountant,2025-10-30
CO000422,AC00443,Luca,Colombo,d86zch.hxa7@example.it,+393973686824,Owner,2024-11-16
CO000423,AC00389,Elena,Ferrari,hy7ai3.3993@example.it,+393488032495,Buyer,2025-05-01
CO000424,AC00483,Sara,Rossi,n4bfiy.5pu5@example.it,+393974968535,Buyer,2024-04-28
CO000425,AC00147,Ilaria,Romano,wh50jy.ook6@example.it,+393882607567,Chef,2025-10-12
CO000426,AC00279,Matteo,Rossi,3rvwoz.qxiw@example.it,+393560244197,Owner,2022-03-03
CO000427,AC00521,Alessandro,Verdi,e6rgl7.jy7o@example.it,+393414070114,Buyer,2024-12-21
CO000428,AC00434,Marco,Marino,tkude3.58tr@example.it,+393587075984,Chef,2023-02-26
CO000429,AC00144,Matteo,Costa,e9qdi3.g13i@example.it,+393457621981,Owner,2023-09-25
CO000430,AC00289,Giulia,Romano,wpfvb7.1ghl@example.it,+393668780797,Chef,2024-03-02
CO000431,AC00386,Alessandro,Colombo,u8m87m.hxof@example.it,+393598056305,Owner,2023-07-05
CO000432,AC00014,Martina,De Luca,kcggxp.5cit@example.it,+393805931484,Manager,2025-11-04
CO000433,AC00257,Elena,Esposito,uf8cyo.twg7@example.it,+393707008144,Chef,2025-07-24
CO000434,AC00346,Sara,Mancini,nfdinu.31ei@example.it,+393490827816,Manager,2023-08-29
CO000435,AC00345,Francesca,Colombo,wucx67.xkwq@example.it,+393622010027,Buyer,2025-12-25
CO000436,AC00400,Alessandro,Marino,0ywm9q.7ftm@example.it,+393615172178,Owner,2025-02-12
CO000437,AC00207,Elena,Verdi,fwg895.na2f@example.it,+393981827342,Chef,2025-02-18
CO000438,AC00172,Davide,Bruno,qztio4.m7pp@example.it,+393838497605,Buyer,2023-06-09
CO000439,AC00464,Chiara,Costa,0pnnlo.0hhg@example.it,+393739866387,Owner,2024-06-17
CO000440,AC00270,Luca,Ricci,h5xw6t.1oxh@example.it,+393610499835,Manager,2025-12-10
CO000441,AC00221,Ilaria,Romano,fdxk31.wbht@example.it,+393268270802,Buyer,2022-06-12
CO000442,AC00152,Stefano,Greco,fnsgpy.nyj0@example.it,+393662683964,Owner,2024-02-26
CO000443,AC00183,Sara,Rossi,ufo2ho.q5e7@example.it,+393424005882,Owner,2024-06-28
CO000444,AC00399,Paolo,Romano,l7w05y.2da5@example.it,+393501031252,Owner,2024-09-08
CO000445,AC00072,Paolo,Esposito,b4l6hf.h4n6@example.it,+393335799523,Buyer,2025-09-22
CO000446,AC00418,Chiara,Rossi,v3rzkd.u6fo@example.it,+393284910061,Manager,2023-01-14
CO000447,AC00283,Alessandro,Bruno,twftq9.y69x@example.it,+393390141637,Buyer,2025-09-09
CO000448,AC00074,Giulia,Bruno,fq1enn.gay3@example.it,+393568569991,Manager,2022-06-22
CO000449,AC00355,Martina,Ricci,7vg688.u595@example.it,+393506607743,Chef,2024-09-26
CO000450,AC00497,Elena,Greco,cekof9.2y8l@example.it,+393597219073,Buyer,2022-03-05
CO000451,AC00328,Valentina,Ricci,z8cv2a.6pg4@example.it,+393223757620,Owner,2025-01-29
CO000452,AC00535,Elena,De Luca,gks6r6.bilq@example.it,+393774974169,Manager,2025-09-07
CO000453,AC00447,Ilaria,Greco,pb01qc.te9w@example.it,+393949194074,Buyer,2024-09-01
CO000454,AC00373,Martina,Ferrari,0an6nb.yzm2@example.it,+393208503323,Buyer,2022-03-07
CO000455,AC00362,Paolo,Rossi,42om7z.trj6@example.it,+393814917475,Manager,2023-04-03
CO000456,AC00093,Elena,Bianchi,7dxlse.33dc@example.it,+393556525687,Buyer,2023-03-29
CO000457,AC00321,Chiara,Costa,nf225a.a35w@example.it,+393863921816,Chef,2025-07-06
CO000458,AC00324,Stefano,Bianchi,fw5q52.dezh@example.it,+393528940268,Owner,2025-12-20
CO000459,AC00384,Elena,Conti,0cd8a2.ibcl@example.it,+393745509776,Manager,2024-09-05
CO000460,AC00346,Giulia,Ricci,trh9vg.ky5c@example.it,+393293993598,Owner,2022-06-27
CO000461,AC00103,Ilaria,Rossi,gaghft.9zzc@example.it,+393566887373,Chef,2022-10-07
CO000462,AC00215,Luca,Ferrari,gl9fwv.vskp@example.it,+393399033911,Owner,2022-12-10
CO000463,AC00192,Davide,Mancini,30tx8j.1ccm@example.it,+393628531385,Owner,2024-11-06
CO000464,AC00194,Luca,Romano,0w3c1z.a0dv@example.it,+393839890586,Buyer,2022-10-23
CO000465,AC00380,Davide,Romano,6nyycj.4q0r@example.it,+393353110618,Buyer,2022-07-21
CO000466,AC00403,Francesca,Bruno,r1l9gv.bmqq@example.it,+393546922229,Owner,2024-08-19
CO000467,AC00011,Martina,Bruno,749q6q.f1pa@example.it,+393598589825,Buyer,2023-11-15
CO000468,AC00187,Andrea,Mancini,fl9woa.2xgv@example.it,+393818170969,Buyer,2025-05-02
CO000469,AC00015,Luca,Romano,gdofma.ok8t@example.it,+393609403636,Owner,2025-03-18
CO000470,AC00297,Chiara,Mancini,ir0p8f.8c8c@example.it,+393626355917,Buyer,2023-01-10
CO000471,AC00411,Marco,Marino,lrki72.oalf@example.it,+393524363496,Manager,2022-02-04
CO000472,AC00052,Francesca,Mancini,wypeek.035n@example.it,+393679623601,Manager,2025-10-24
CO000473,AC00028,Davide,Ferrari,8cqphl.i5l6@example.it,+393395124505,Manager,2022-01-29
CO000474,AC00017,Martina,Marino,92tulg.elw8@example.it,+393321162822,Manager,2024-02-14
CO000475,AC00351,Davide,Verdi,ivi3rq.asd1@example.it,+393457192447,Buyer,2022-08-09
CO000476,AC00428,Francesca,Rossi,wcrv68.jq12@example.it,+393214545162,Owner,2022-02-22
CO000477,AC00229,Davide,Bianchi,jf4ciw.l3rf@example.it,+393686620148,Owner,2024-03-01
CO000478,AC00210,Stefano,Costa,jl9vt3.x8ve@example.it,+393496550191,Manager,2025-10-08
CO000479,AC00431,Martina,Bruno,00h2k2.p3aj@example.it,+393346790028,Accountant,2025-11-16
CO000480,AC00294,Sara,Ricci,fax1cq.6fwt@example.it,+393457265666,Buyer,2022-03-17
CO000481,AC00104,Marco,Costa,v1djjz.qfe8@example.it,+393595075488,Owner,2023-05-09
CO000482,AC00204,Chiara,Ricci,e5tnlz.twxo@example.it,+393970307182,Owner,2022-04-27
CO000483,AC00053,Andrea,Conti,l4bkuu.5cze@example.it,+393831898478,Buyer,2022-10-07
CO000484,AC00375,Valentina,Rossi,ccfs7i.19mo@example.it,+393327413900,Buyer,2025-04-13
CO000485,AC00054,Sara,Mancini,1rtsxo.f33q@example.it,+393485287934,Owner,2024-01-16
CO000486,AC00276,Davide,Rossi,e6jixu.b4ib@example.it,+393394983631,Accountant,2024-08-06
CO000487,AC00335,Andrea,De Luca,hif5sl.1ya1@example.it,+393613182261,Buyer,2024-02-03
CO000488,AC00031,Luca,Colombo,ryztbv.huaz@example.it,+393331576116,Chef,2022-10-22
CO000489,AC00135,Sara,Bianchi,un6fht.60ku@example.it,+393506999141,Manager,2024-10-14
CO000490,AC00058,Luca,Esposito,sfhvml.jekb@example.it,+393256520835,Manager,2024-11-10
CO000491,AC00105,Francesca,Ricci,vxsogb.205h@example.it,+393916935106,Buyer,2025-01-01
CO000492,AC00266,Ilaria,Mancini,u03y53.mbwu@example.it,+393484296673,Manager,2024-04-21
CO000493,AC00522,Stefano,Gallo,5jslhg.mrzz@example.it,+393898646390,Manager,2024-11-25
CO000494,AC00496,Ilaria,Esposito,qo17rv.2y7c@example.it,+393784611331,Manager,2025-06-10
CO000495,AC00253,Elena,Romano,dabbaj.aq08@example.it,+393826551133,Buyer,2023-05-12
CO000496,AC00295,Andrea,Mancini,dnx80n.kxkb@example.it,+393409823464,Accountant,2022-07-25
CO000497,AC00158,Matteo,Costa,efq796.ew82@example.it,+393466086508,Manager,2023-03-02
CO000498,AC00549,Alessandro,Bruno,57ge0q.5zja@example.it,+393369021101,Manager,2022-02-13
CO000499,AC00067,Martina,Greco,ucyhon.bpqg@example.it,+393646092601,Chef,2025-01-19
CO000500,AC00299,Andrea,Greco,a6x85z.zhjy@example.it,+393324923346,Owner,2023-08-28
CO000501,AC00463,Davide,Rossi,8gy39b.u4uz@example.it,+393523193523,Owner,2023-03-30
CO000502,AC00101,Matteo,Mancini,2z0kdn.3tn6@example.it,+393540091490,Buyer,2023-08-18
CO000503,AC00056,Marco,Gallo,0tlxou.n91f@example.it,+393531728531,Buyer,2025-09-18
CO000504,AC00332,Luca,Ricci,y6yo8d.je7x@example.it,+393429234183,Manager,2023-05-22
CO000505,AC00393,Ilaria,Mancini,qty6m7.9fmw@example.it,+393971370025,Buyer,2024-03-04
CO000506,AC00381,Sara,Verdi,04u923.o359@example.it,+393259954031,Buyer,2022-01-21
CO000507,AC00092,Matteo,Ricci,tsujt7.0y2r@example.it,+393686195859,Buyer,2025-06-05
CO000508,AC00447,Giulia,De Luca,l4n7s3.hmo1@example.it,+393808351244,Owner,2025-10-31
CO000509,AC00109,Davide,Greco,dxq46g.a2sd@example.it,+393643078754,Buyer,2025-02-27
CO000510,AC00317,Andrea,Costa,fc8io3.td3a@example.it,+393436234705,Manager,2023-09-12
CO000511,AC00168,Stefano,Ricci,beg1cj.8pmo@example.it,+393906291781,Owner,2023-02-18
CO000512,AC00435,Matteo,Bruno,zknhpv.rwbr@example.it,+393691663969,Buyer,2024-12-30
CO000513,AC00442,Valentina,Ricci,blbz5n.tdyw@example.it,+393442671534,Buyer,2025-11-28
CO000514,AC00218,Sara,Bruno,m8rabr.6rtc@example.it,+393311937392,Owner,2025-11-21
CO000515,AC00222,Andrea,Ferrari,0z7q0i.9bl1@example.it,+393930863433,Owner,2022-12-03
CO000516,AC00528,Sara,Bianchi,4hoae5.27ps@example.it,+393219404637,Accountant,2024-06-28
CO000517,AC00278,Marco,Esposito,qzn7xb.vzr6@example.it,+393232199020,Buyer,2022-10-03
CO000518,AC00466,Andrea,Bruno,kfkldf.4hra@example.it,+393773547682,Owner,2024-06-10
CO000519,AC00030,Ilaria,Verdi,1361bg.my4i@example.it,+393893225528,Owner,2022-01-13
CO000520,AC00359,Paolo,De Luca,qz6df0.8upn@example.it,+393936864391,Manager,2024-10-23
CO000521,AC00288,Chiara,Rossi,zasywd.rkup@example.it,+393984766383,Buyer,2024-09-04
CO000522,AC00086,Giulia,Ricci,cj8mo7.65ef@example.it,+393330977088,Manager,2025-06-01
CO000523,AC00234,Matteo,Verdi,uxq9nj.c2go@example.it,+393732234943,Owner,2024-08-31
CO000524,AC00313,Chiara,Colombo,uifeza.c2ex@example.it,+393769974638,Chef,2022-06-24
CO000525,AC00365,Giulia,Ricci,va5e74.2grr@example.it,+393582539703,Buyer,2025-11-09
CO000526,AC00269,Paolo,Marino,dnwt2f.es5c@example.it,+393379327988,Buyer,2022-08-29
CO000527,AC00131,Matteo,Marino,s9ui14.nijc@example.it,+393352566629,Buyer,2023-07-01
CO000528,AC00351,Valentina,De Luca,p52ay7.ov50@example.it,+393329114508,Buyer,2022-01-14
CO000529,AC00180,Giulia,Ferrari,ew25x1.fvk1@example.it,+393285255990,Chef,2025-05-03
CO000530,AC00480,Andrea,Marino,pbcd6f.xnoq@example.it,+393595523897,Chef,2025-11-21
CO000531,AC00163,Andrea,Ferrari,37ktll.8sn5@example.it,+393983712842,Buyer,2025-12-25
CO000532,AC00096,Chiara,Gallo,yz7vxu.qdrm@example.it,+393789465789,Chef,2025-08-22
CO000533,AC00510,Luca,De Luca,swjjjk.sl66@example.it,+393679569759,Manager,2025-09-19
CO000534,AC00365,Sara,Romano,uml3so.jpx1@example.it,+393299190212,Chef,2023-12-26
CO000535,AC00353,Elena,Costa,6f1kyn.tl2u@example.it,+393798054214,Owner,2025-12-04
CO000536,AC00436,Francesca,Esposito,g05wh2.3gxr@example.it,+393501561813,Buyer,2022-01-03
CO000537,AC00083,Davide,Colombo,irjutf.vj83@example.it,+393541810296,Owner,2023-11-22
CO000538,AC00225,Martina,Bruno,9ag77q.9vju@example.it,+393367952997,Manager,2024-01-17
CO000539,AC00412,Martina,Bruno,hbp9vr.negn@example.it,+393424535804,Owner,2024-02-08
