CustomerId,AccountId,PrimaryContactId,CardNumber,RegistrationChannel,RegistrationDate,Status
CU000228,AC00032,CO000400,9946154988155,InStore,<bound method Timestamp.date of Timestamp('2022-01-25 00:00:00')>,Active
CU000229,AC00543,CO000971,9351434563848,InStore,<bound method Timestamp.date of Timestamp('2023-03-30 00:00:00')>,Active
CU000230,AC00224,CO000695,9150699388645,InStore,<bound method Timestamp.date of Timestamp('2022-09-02 00:00:00')>,Active
CU000231,AC00089,CO000820,9801838423186,InStore,<bound method Timestamp.date of Timestamp('2022-11-15 00:00:00')>,Active
CU000232,AC00581,CO000554,9992590171157,InStore,<bound method Timestamp.date of Timestamp('2022-09-17 00:00:00')>,Active
CU000233,AC00393,CO000712,9915907258692,SalesRep,<bound method Timestamp.date of Timestamp('2025-03-18 00:00:00')>,Active
CU000234,AC00125,CO000965,9699586278155,SalesRep,<bound method Timestamp.date of Timestamp('2024-11-05 00:00:00')>,Active
CU000235,AC00513,CO000754,9417313301867,Online,<bound method Timestamp.date of Timestamp('2022-05-27 00:00:00')>,Active
CU000236,AC00412,CO000139,9405072111513,Online,<bound method Timestamp.date of Timestamp('2023-07-17 00:00:00')>,Active
CU000237,AC00576,CO000039,9742878007396,InStore,<bound method Timestamp.date of Timestamp('2022-04-02 00:00:00')>,Active
CU000238,AC00139,CO000494,9160361810426,InStore,<bound method Timestamp.date of Timestamp('2022-03-12 00:00:00')>,Active
CU000239,AC00469,CO000575,9539974099676,InStore,<bound method Timestamp.date of Timestamp('2023-03-26 00:00:00')>,Active
CU000240,AC00279,CO000742,9346543348926,InStore,<bound method Timestamp.date of Timestamp('2024-09-27 00:00:00')>,Active
CU000241,AC00494,CO000880,9964131487958,Online,<bound method Timestamp.date of Timestamp('2025-12-07 00:00:00')>,Active
CU000242,AC00275,CO000024,9226749644901,InStore,<bound method Timestamp.date of Timestamp('2025-12-12 00:00:00')>,Active
CU000243,AC00587,CO000352,9276859429239,InStore,<bound method Timestamp.date of Timestamp('2024-02-28 00:00:00')>,Active
CU000244,AC00546,CO000829,9881767474529,InStore,<bound method Timestamp.date of Timestamp('2023-07-25 00:00:00')>,Active
CU000245,AC00454,CO000951,9893456946961,InStore,<bound method Timestamp.date of Timestamp('2022-03-08 00:00:00')>,Active
CU000246,AC00159,CO000824,9673460694811,SalesRep,<bound method Timestamp.date of Timestamp('2023-03-06 00:00:00')>,Active
CU000247,AC00402,CO000616,9594324346457,SalesRep,<bound method Timestamp.date of Timestamp('2024-07-26 00:00:00')>,Active
CU000248,AC00300,CO000545,9881676115423,SalesRep,<bound method Timestamp.date of Timestamp('2022-08-14 00:00:00')>,Active
CU000249,AC00110,CO000118,9444191723129,InStore,<bound method Timestamp.date of Timestamp('2024-08-17 00:00:00')>,Active
CU000250,AC00026,CO000969,9230586810613,InStore,<bound method Timestamp.date of Timestamp('2022-07-23 00:00:00')>,Active
CU000251,AC00483,CO000385,9840261920550,SalesRep,<bound method Timestamp.date of Timestamp('2023-03-05 00:00:00')>,Active
CU000252,AC00397,CO000921,9697032397129,Online,<bound method Timestamp.date of Timestamp('2023-01-12 00:00:00')>,Active
CU000253,AC00312,CO000866,9983198731007,InStore,<bound method Timestamp.date of Timestamp('2022-10-04 00:00:00')>,Active
CU000254,AC00243,CO000193,9632114533068,Online,<bound method Timestamp.date of Timestamp('2025-01-02 00:00:00')>,Active
CU000255,AC00127,CO000375,9903778832737,Online,<bound method Timestamp.date of Timestamp('2022-11-23 00:00:00')>,Active
CU000256,AC00207,CO000894,9921411432748,InStore,<bound method Timestamp.date of Timestamp('2024-12-09 00:00:00')>,Active
CU000257,AC00322,CO000690,9564293063015,SalesRep,<bound method Timestamp.date of Timestamp('2023-04-09 00:00:00')>,Active
CU000258,AC00044,CO000638,9666519401678,Online,<bound method Timestamp.date of Timestamp('2023-11-26 00:00:00')>,Active
CU000259,AC00585,CO000049,9829893583947,SalesRep,<bound method Timestamp.date of Timestamp('2025-08-03 00:00:00')>,Active
CU000260,AC00194,CO000527,9306832172545,InStore,<bound method Timestamp.date of Timestamp('2025-04-30 00:00:00')>,Active
CU000261,AC00069,CO000040,9552548958206,Online,<bound method Timestamp.date of Timestamp('2025-01-18 00:00:00')>,Active
CU000262,AC00234,CO000884,9274480187966,Online,<bound method Timestamp.date of Timestamp('2022-05-05 00:00:00')>,Suspended
CU000263,AC00259,CO000344,9107188902428,InStore,<bound method Timestamp.date of Timestamp('2024-04-09 00:00:00')>,Active
CU000264,AC00598,CO000579,9665395314214,InStore,<bound method Timestamp.date of Timestamp('2024-11-25 00:00:00')>,Active
CU000265,AC00457,CO000084,9294435919802,InStore,<bound method Timestamp.date of Timestamp('2023-09-07 00:00:00')>,Active
CU000266,AC00586,CO000992,9520995088144,SalesRep,<bound method Timestamp.date of Timestamp('2024-02-20 00:00:00')>,Active
CU000267,AC00320,CO000831,9433632452348,InStore,<bound method Timestamp.date of Timestamp('2022-08-11 00:00:00')>,Active
CU000268,AC00532,CO000540,9817778791620,Online,<bound method Timestamp.date of Timestamp('2022-10-11 00:00:00')>,Active
CU000269,AC00073,CO000281,9670785036744,InStore,<bound method Timestamp.date of Timestamp('2024-05-18 00:00:00')>,Active
CU000270,AC00246,CO000132,9485169079803,InStore,<bound method Timestamp.date of Timestamp('2022-07-18 00:00:00')>,Active
CU000271,AC00020,CO000103,9668164044718,InStore,<bound method Timestamp.date of Timestamp('2024-06-07 00:00:00')>,Active
CU000272,AC00038,CO000318,9147878964326,Online,<bound method Timestamp.date of Timestamp('2022-04-17 00:00:00')>,Active
CU000273,AC00383,CO000029,9738708631358,Online,<bound method Timestamp.date of Timestamp('2025-01-24 00:00:00')>,Active
CU000274,AC00539,CO000098,9876660851274,InStore,<bound method Timestamp.date of Timestamp('2023-11-19 00:00:00')>,Active
CU000275,AC00584,CO000474,9350433773932,InStore,<bound method Timestamp.date of Timestamp('2023-12-20 00:00:00')>,Active
CU000276,AC00257,CO000873,9775961023458,InStore,<bound method Timestamp.date of Timestamp('2024-04-27 00:00:00')>,Active
CU000277,AC00514,CO000184,9922924967317,InStore,<bound method Timestamp.date of Timestamp('2024-03-28 00:00:00')>,Active
CU000278,AC00433,CO000568,9729798105071,InStore,<bound method Timestamp.date of Timestamp('2025-11-04 00:00:00')>,Active
CU000279,AC00440,CO000862,9537923706725,InStore,<bound method Timestamp.date of Timestamp('2023-04-12 00:00:00')>,Active
CU000280,AC00158,CO000877,9990961278013,InStore,<bound method Timestamp.date of Timestamp('2023-09-20 00:00:00')>,Active
CU000281,AC00374,CO000060,9552136747616,Online,<bound method Timestamp.date of Timestamp('2024-04-11 00:00:00')>,Active
CU000282,AC00596,CO000674,9877694013200,InStore,<bound method Timestamp.date of Timestamp('2023-12-02 00:00:00')>,Active
CU000283,AC00528,CO000122,9879258259138,Online,<bound method Timestamp.date of Timestamp('2025-10-15 00:00:00')>,Active
CU000284,AC00474,CO000940,9733353208461,Online,<bound method Timestamp.date of Timestamp('2022-12-25 00:00:00')>,Active
CU000285,AC00589,CO000480,9737266678600,Online,<bound method Timestamp.date of Timestamp('2024-01-14 00:00:00')>,Active
CU000286,AC00316,CO000785,9954602406489,InStore,<bound method Timestamp.date of Timestamp('2024-01-16 00:00:00')>,Active
CU000287,AC00365,CO000815,9454949484759,InStore,<bound method Timestamp.date of Timestamp('2025-07-18 00:00:00')>,Active
CU000288,AC00561,CO000520,9797157470222,SalesRep,<bound method Timestamp.date of Timestamp('2023-02-21 00:00:00')>,Active
CU000289,AC00538,CO000692,9281545816982,InStore,<bound method Timestamp.date of Timestamp('2025-08-02 00:00:00')>,Active
CU000290,AC00056,CO000044,9682732070409,InStore,<bound method Timestamp.date of Timestamp('2025-01-04 00:00:00')>,Active
CU000291,AC00025,CO000539,9481549369588,InStore,<bound method Timestamp.date of Timestamp('2025-08-01 00:00:00')>,Active
CU000292,AC00570,CO000727,9538923424427,SalesRep,<bound method Timestamp.date of Timestamp('2022-07-29 00:00:00')>,Active
CU000293,AC00066,CO000219,9729567706003,InStore,<bound method Timestamp.date of Timestamp('2023-05-25 00:00:00')>,Active
CU000294,AC00231,CO000710,9141127120257,InStore,<bound method Timestamp.date of Timestamp('2023-05-05 00:00:00')>,Active
CU000295,AC00103,CO000800,9441435646514,InStore,<bound method Timestamp.date of Timestamp('2023-03-31 00:00:00')>,Active
CU000296,AC00330,CO000689,9611772861659,InStore,<bound method Timestamp.date of Timestamp('2024-09-20 00:00:00')>,Active
CU000297,AC00014,CO000937,9377130024084,InStore,<bound method Timestamp.date of Timestamp('2023-04-14 00:00:00')>,Active
CU000298,AC00364,CO000097,9795792865911,InStore,<bound method Timestamp.date of Timestamp('2024-12-10 00:00:00')>,Active
CU000299,AC00462,CO000675,9653396158528,InStore,<bound method Timestamp.date of Timestamp('2025-11-13 00:00:00')>,Active
CU000300,AC00055,CO000470,9908565384926,Online,<bound method Timestamp.date of Timestamp('2023-10-02 00:00:00')>,Active
CU000301,AC00332,CO000409,9200660695321,InStore,<bound method Timestamp.date of Timestamp('2022-03-29 00:00:00')>,Active
CU000302,AC00284,CO000014,9690786737697,SalesRep,<bound method Timestamp.date of Timestamp('2022-10-28 00:00:00')>,Active
CU000303,AC00396,CO000769,9102855163987,InStore,<bound method Timestamp.date of Timestamp('2022-07-25 00:00:00')>,Active
CU000304,AC00040,CO000538,9204024785640,InStore,<bound method Timestamp.date of Timestamp('2023-07-09 00:00:00')>,Active
CU000305,AC00168,CO000958,9344588300121,Online,<bound method Timestamp.date of Timestamp('2022-05-28 00:00:00')>,Active
CU000306,AC00295,CO000848,9584953974145,InStore,<bound method Timestamp.date of Timestamp('2023-04-10 00:00:00')>,Active
CU000307,AC00481,CO000679,9533772700315,Online,<bound method Timestamp.date of Timestamp('2025-07-13 00:00:00')>,Active
CU000308,AC00131,CO000034,9617598451396,InStore,<bound method Timestamp.date of Timestamp('2024-04-05 00:00:00')>,Active
CU000309,AC00220,CO000943,9772813292520,InStore,<bound method Timestamp.date of Timestamp('2024-11-08 00:00:00')>,Active
CU000310,AC00033,CO000108,9529008383808,InStore,<bound method Timestamp.date of Timestamp('2025-03-12 00:00:00')>,Active
CU000311,AC00303,CO000886,9743551676429,InStore,<bound method Timestamp.date of Timestamp('2025-04-22 00:00:00')>,Active
CU000312,AC00305,CO000346,9826486513648,Online,<bound method Timestamp.date of Timestamp('2023-06-29 00:00:00')>,Active
CU000313,AC00484,CO000607,9182913055186,Online,<bound method Timestamp.date of Timestamp('2023-08-27 00:00:00')>,Active
CU000314,AC00138,CO000276,9126851819372,InStore,<bound method Timestamp.date of Timestamp('2024-03-30 00:00:00')>,Active
CU000315,AC00399,CO000215,9704907834040,SalesRep,<bound method Timestamp.date of Timestamp('2022-04-07 00:00:00')>,Active
CU000316,AC00111,CO000386,9668611345580,InStore,<bound method Timestamp.date of Timestamp('2025-07-09 00:00:00')>,Active
CU000317,AC00590,CO000329,9291407156970,InStore,<bound method Timestamp.date of Timestamp('2023-06-08 00:00:00')>,Active
CU000318,AC00122,CO000814,9650761476581,Online,<bound method Timestamp.date of Timestamp('2023-09-20 00:00:00')>,Active
CU000319,AC00130,CO000252,9692789240848,Online,<bound method Timestamp.date of Timestamp('2023-11-25 00:00:00')>,Active
CU000320,AC00380,CO000945,9877667471216,InStore,<bound method Timestamp.date of Timestamp('2024-11-21 00:00:00')>,Active
CU000321,AC00496,CO000008,9457849071203,InStore,<bound method Timestamp.date of Timestamp('2022-05-17 00:00:00')>,Active
CU000322,AC00536,CO000873,9613311179564,InStore,<bound method Timestamp.date of Timestamp('2025-08-08 00:00:00')>,Active
CU000323,AC00358,CO000731,9294144666508,InStore,<bound method Timestamp.date of Timestamp('2023-06-18 00:00:00')>,Active
CU000324,AC00281,CO000016,9731277303577,Online,<bound method Timestamp.date of Timestamp('2025-12-15 00:00:00')>,Active
CU000325,AC00578,CO000420,9735186235059,Online,<bound method Timestamp.date of Timestamp('2024-01-31 00:00:00')>,Suspended
CU000326,AC00045,CO000011,9716925397295,Online,<bound method Timestamp.date of Timestamp('2025-04-27 00:00:00')>,Active
CU000327,AC00327,CO000546,9580083895452,InStore,<bound method Timestamp.date of Timestamp('2022-02-18 00:00:00')>,Active
CU000328,AC00068,CO000842,9855860601797,Online,<bound method Timestamp.date of Timestamp('2025-06-29 00:00:00')>,Active
CU000329,AC00392,CO000542,9476006059482,Online,<bound method Timestamp.date of Timestamp('2025-09-06 00:00:00')>,Active
CU000330,AC00566,CO000678,9675142744381,SalesRep,<bound method Timestamp.date of Timestamp('2023-10-11 00:00:00')>,Active
CU000331,AC00286,CO000276,9958807386072,InStore,<bound method Timestamp.date of Timestamp('2023-07-14 00:00:00')>,Active
CU000332,AC00329,CO000661,9617495693650,InStore,<bound method Timestamp.date of Timestamp('2024-01-16 00:00:00')>,Active
CU000333,AC00354,CO000715,9921659574783,InStore,<bound method Timestamp.date of Timestamp('2022-03-25 00:00:00')>,Active
CU000334,AC00229,CO000129,9145804852380,Online,<bound method Timestamp.date of Timestamp('2024-10-13 00:00:00')>,Active
CU000335,AC00422,CO000864,9161643647409,InStore,<bound method Timestamp.date of Timestamp('2023-07-31 00:00:00')>,Suspended
CU000336,AC00504,CO000813,9899090426054,Online,<bound method Timestamp.date of Timestamp('2024-05-24 00:00:00')>,Active
CU000337,AC00442,CO000369,9493994551760,SalesRep,<bound method Timestamp.date of Timestamp('2025-05-30 00:00:00')>,Active
CU000338,AC00274,CO000363,9467332587876,InStore,<bound method Timestamp.date of Timestamp('2024-04-11 00:00:00')>,Active
CU000339,AC00461,CO000801,9651074662709,SalesRep,<bound method Timestamp.date of Timestamp('2023-03-12 00:00:00')>,Active
CU000340,AC00115,CO000387,9263101724680,Online,<bound method Timestamp.date of Timestamp('2024-12-06 00:00:00')>,Active
CU000341,AC00361,CO000136,9574406747351,InStore,<bound method Timestamp.date of Timestamp('2024-08-14 00:00:00')>,Active
CU000342,AC00309,CO000289,9756332249440,InStore,<bound method Timestamp.date of Timestamp('2022-03-19 00:00:00')>,Active
CU000343,AC00334,CO000110,9955578094886,InStore,<bound method Timestamp.date of Timestamp('2024-01-14 00:00:00')>,Active
CU000344,AC00011,CO000525,9295676873507,InStore,<bound method Timestamp.date of Timestamp('2022-08-13 00:00:00')>,Active
CU000345,AC00575,CO000589,9665909795938,InStore,<bound method Timestamp.date of Timestamp('2023-02-22 00:00:00')>,Active
CU000346,AC00031,CO000703,9905886121384,InStore,<bound method Timestamp.date of Timestamp('2023-09-26 00:00:00')>,Active
CU000347,AC00166,CO000738,9571365302677,Online,<bound method Timestamp.date of Timestamp('2024-10-28 00:00:00')>,Active
CU000348,AC00439,CO000802,9249682049105,InStore,<bound method Timestamp.date of Timestamp('2022-03-10 00:00:00')>,Active
CU000349,AC00508,CO000847,9194108569624,Online,<bound method Timestamp.date of Timestamp('2025-12-04 00:00:00')>,Active
CU000350,AC00051,CO000841,9523691099790,InStore,<bound method Timestamp.date of Timestamp('2022-06-04 00:00:00')>,Active
CU000351,AC00092,CO000843,9467893874489,InStore,<bound method Timestamp.date of Timestamp('2023-05-14 00:00:00')>,Active
CU000352,AC00522,CO000682,9877012810297,SalesRep,<bound method Timestamp.date of Timestamp('2022-03-04 00:00:00')>,Active
CU000353,AC00186,CO000723,9556507315618,InStore,<bound method Timestamp.date of Timestamp('2022-06-26 00:00:00')>,Suspended
CU000354,AC00407,CO000816,9967450582423,Online,<bound method Timestamp.date of Timestamp('2022-07-13 00:00:00')>,Active
CU000355,AC00315,CO000630,9225416159551,Online,<bound method Timestamp.date of Timestamp('2022-03-20 00:00:00')>,Active
CU000356,AC00047,CO000581,9506851442980,InStore,<bound method Timestamp.date of Timestamp('2025-11-23 00:00:00')>,Active
CU000357,AC00211,CO000089,9209044751954,Online,<bound method Timestamp.date of Timestamp('2025-07-19 00:00:00')>,Active
CU000358,AC00353,CO000973,9918617629837,InStore,<bound method Timestamp.date of Timestamp('2022-08-17 00:00:00')>,Active
CU000359,AC00196,CO000429,9916207967672,InStore,<bound method Timestamp.date of Timestamp('2024-06-16 00:00:00')>,Active
CU000360,AC00223,CO000002,9466533236254,InStore,<bound method Timestamp.date of Timestamp('2022-09-18 00:00:00')>,Active
CU000361,AC00134,CO000536,9575934488723,InStore,<bound method Timestamp.date of Timestamp('2023-02-03 00:00:00')>,Active
CU000362,AC00244,CO000636,9745524686915,SalesRep,<bound method Timestamp.date of Timestamp('2024-09-04 00:00:00')>,Active
CU000363,AC00064,CO000827,9325899524639,SalesRep,<bound method Timestamp.date of Timestamp('2022-08-12 00:00:00')>,Active
CU000364,AC00171,CO000217,9147509599888,InStore,<bound method Timestamp.date of Timestamp('2022-05-11 00:00:00')>,Active
CU000365,AC00512,CO000663,9334331779533,InStore,<bound method Timestamp.date of Timestamp('2023-10-08 00:00:00')>,Active
CU000366,AC00085,CO000718,9740820263175,InStore,<bound method Timestamp.date of Timestamp('2025-06-26 00:00:00')>,Active
CU000367,AC00498,CO000015,9550225486790,InStore,<bound method Timestamp.date of Timestamp('2022-09-26 00:00:00')>,Active
CU000368,AC00124,CO000774,9161515589040,InStore,<bound method Timestamp.date of Timestamp('2024-12-27 00:00:00')>,Active
CU000369,AC00347,CO000178,9425265493708,Online,<bound method Timestamp.date of Timestamp('2025-12-02 00:00:00')>,Active
CU000370,AC00547,CO000600,9453764480769,InStore,<bound method Timestamp.date of Timestamp('2025-05-25 00:00:00')>,Active
CU000371,AC00291,CO000174,9660969565179,Online,<bound method Timestamp.date of Timestamp('2022-12-21 00:00:00')>,Active
CU000372,AC00372,CO000462,9614047433061,InStore,<bound method Timestamp.date of Timestamp('2025-12-11 00:00:00')>,Active
CU000373,AC00264,CO000538,9783735414211,InStore,<bound method Timestamp.date of Timestamp('2023-07-02 00:00:00')>,Active
CU000374,AC00419,CO000067,9862488963885,Online,<bound method Timestamp.date of Timestamp('2025-08-13 00:00:00')>,Active
CU000375,AC00266,CO000445,9313648204290,InStore,<bound method Timestamp.date of Timestamp('2022-01-15 00:00:00')>,Suspended
CU000376,AC00099,CO000854,9183998779971,SalesRep,<bound method Timestamp.date of Timestamp('2025-06-10 00:00:00')>,Active
CU000377,AC00307,CO000373,9339068107741,Online,<bound method Timestamp.date of Timestamp('2025-12-17 00:00:00')>,Active
CU000378,AC00501,CO000372,9947616532057,SalesRep,<bound method Timestamp.date of Timestamp('2025-10-25 00:00:00')>,Active
CU000379,AC00375,CO000179,9405004046867,InStore,<bound method Timestamp.date of Timestamp('2023-02-06 00:00:00')>,Active
CU000380,AC00526,CO000761,9277330488801,InStore,<bound method Timestamp.date of Timestamp('2024-05-08 00:00:00')>,Active
CU000381,AC00046,CO000397,9561363666696,InStore,<bound method Timestamp.date of Timestamp('2022-12-04 00:00:00')>,Active
CU000382,AC00411,CO000290,9677493423373,InStore,<bound method Timestamp.date of Timestamp('2022-09-06 00:00:00')>,Active
CU000383,AC00098,CO000508,9406295435062,InStore,<bound method Timestamp.date of Timestamp('2025-09-28 00:00:00')>,Active
CU000384,AC00588,CO000874,9864440244769,SalesRep,<bound method Timestamp.date of Timestamp('2024-05-16 00:00:00')>,Active
CU000385,AC00277,CO000441,9783832368551,SalesRep,<bound method Timestamp.date of Timestamp('2025-12-17 00:00:00')>,Active
CU000386,AC00582,CO000553,9687027189028,Online,<bound method Timestamp.date of Timestamp('2025-01-26 00:00:00')>,Active
CU000387,AC00263,CO000375,9398316119104,InStore,<bound method Timestamp.date of Timestamp('2022-11-04 00:00:00')>,Active
CU000388,AC00534,CO000117,9945569078954,InStore,<bound method Timestamp.date of Timestamp('2022-08-19 00:00:00')>,Active
CU000389,AC00341,CO000443,9992469785490,SalesRep,<bound method Timestamp.date of Timestamp('2022-08-05 00:00:00')>,Active
CU000390,AC00448,CO000587,9461749084168,InStore,<bound method Timestamp.date of Timestamp('2023-09-02 00:00:00')>,Active
CU000391,AC00580,CO000794,9151124456025,Online,<bound method Timestamp.date of Timestamp('2022-08-13 00:00:00')>,Active
CU000392,AC00293,CO000322,9249425813112,InStore,<bound method Timestamp.date of Timestamp('2023-10-01 00:00:00')>,Active
CU000393,AC00339,CO000962,9594018092076,InStore,<bound method Timestamp.date of Timestamp('2025-03-03 00:00:00')>,Active
CU000394,AC00557,CO000030,9691131945522,Online,<bound method Timestamp.date of Timestamp('2025-02-20 00:00:00')>,Active
CU000395,AC00486,CO000406,9155296363231,SalesRep,<bound method Timestamp.date of Timestamp('2025-10-24 00:00:00')>,Active
CU000396,AC00577,CO000124,9186788679068,InStore,<bound method Timestamp.date of Timestamp('2025-08-23 00:00:00')>,Active
CU000397,AC00129,CO000806,9508820249751,InStore,<bound method Timestamp.date of Timestamp('2022-10-25 00:00:00')>,Active
CU000398,AC00269,CO000077,9182991873472,Online,<bound method Timestamp.date of Timestamp('2023-09-22 00:00:00')>,Active
CU000399,AC00151,CO000003,9559152356685,Online,<bound method Timestamp.date of Timestamp('2024-04-03 00:00:00')>,Active
CU000400,AC00552,CO000775,9868213222060,InStore,<bound method Timestamp.date of Timestamp('2022-12-18 00:00:00')>,Active
CU000401,AC00123,CO000760,9495042294112,SalesRep,<bound method Timestamp.date of Timestamp('2025-01-23 00:00:00')>,Active
CU000402,AC00328,CO000175,9594587357496,InStore,<bound method Timestamp.date of Timestamp('2024-07-28 00:00:00')>,Active
CU000403,AC00003,CO000483,9944243975329,SalesRep,<bound method Timestamp.date of Timestamp('2023-09-01 00:00:00')>,Active
CU000404,AC00117,CO000889,9202117809471,SalesRep,<bound method Timestamp.date of Timestamp('2025-12-15 00:00:00')>,Active
CU000405,AC00095,CO000156,9936873855640,Online,<bound method Timestamp.date of Timestamp('2023-05-05 00:00:00')>,Active
CU000406,AC00331,CO000968,9138799969707,InStore,<bound method Timestamp.date of Timestamp('2024-10-30 00:00:00')>,Active
CU000407,AC00252,CO000009,9199642231436,SalesRep,<bound method Timestamp.date of Timestamp('2024-07-17 00:00:00')>,Active
CU000408,AC00355,CO000373,9976393114336,Online,<bound method Timestamp.date of Timestamp('2023-01-18 00:00:00')>,Active
CU000409,AC00506,CO000915,9966908000456,InStore,<bound method Timestamp.date of Timestamp('2025-06-26 00:00:00')>,Active
CU000410,AC00157,CO000982,9450506859558,InStore,<bound method Timestamp.date of Timestamp('2022-05-14 00:00:00')>,Active
CU000411,AC00136,CO000891,9201073840654,InStore,<bound method Timestamp.date of Timestamp('2024-12-01 00:00:00')>,Active
CU000412,AC00218,CO000918,9102547934208,InStore,<bound method Timestamp.date of Timestamp('2024-08-06 00:00:00')>,Active
CU000413,AC00193,CO000923,9175850737030,SalesRep,<bound method Timestamp.date of Timestamp('2025-07-11 00:00:00')>,Active
CU000414,AC00369,CO000436,9553032227449,InStore,<bound method Timestamp.date of Timestamp('2024-01-17 00:00:00')>,Active
CU000415,AC00505,CO000979,9532282456333,Online,<bound method Timestamp.date of Timestamp('2024-12-09 00:00:00')>,Active
CU000416,AC00198,CO000224,9287309921705,Online,<bound method Timestamp.date of Timestamp('2024-02-25 00:00:00')>,Active
CU000417,AC00178,CO000279,9481874166561,Online,<bound method Timestamp.date of Timestamp('2023-03-22 00:00:00')>,Active
CU000418,AC00558,CO000902,9888872993346,SalesRep,<bound method Timestamp.date of Timestamp('2024-09-15 00:00:00')>,Active
CU000419,AC00495,CO000037,9747656029949,InStore,<bound method Timestamp.date of Timestamp('2024-10-26 00:00:00')>,Active
CU000420,AC00101,CO000433,9243721428263,Online,<bound method Timestamp.date of Timestamp('2024-09-28 00:00:00')>,Active
CU000421,AC00191,CO000241,9502651524594,InStore,<bound method Timestamp.date of Timestamp('2025-09-03 00:00:00')>,Active
CU000422,AC00287,CO000192,9609466449531,InStore,<bound method Timestamp.date of Timestamp('2024-05-13 00:00:00')>,Active
CU000423,AC00444,CO000244,9435350023746,InStore,<bound method Timestamp.date of Timestamp('2023-02-08 00:00:00')>,Active
CU000424,AC00067,CO000823,9444721368061,Online,<bound method Timestamp.date of Timestamp('2025-12-27 00:00:00')>,Active
CU000425,AC00302,CO000603,9523533927257,InStore,<bound method Timestamp.date of Timestamp('2025-11-30 00:00:00')>,Active
CU000426,AC00417,CO000403,9800582946769,Online,<bound method Timestamp.date of Timestamp('2022-09-29 00:00:00')>,Active
CU000427,AC00204,CO000872,9661416774520,SalesRep,<bound method Timestamp.date of Timestamp('2022-08-25 00:00:00')>,Active
CU000428,AC00126,CO000933,9413736977694,Online,<bound method Timestamp.date of Timestamp('2023-09-03 00:00:00')>,Active
CU000429,AC00360,CO000664,9170637633381,InStore,<bound method Timestamp.date of Timestamp('2024-10-26 00:00:00')>,Active
CU000430,AC00450,CO000572,9385905479291,InStore,<bound method Timestamp.date of Timestamp('2025-03-26 00:00:00')>,Active
CU000431,AC00348,CO000166,9897087163820,SalesRep,<bound method Timestamp.date of Timestamp('2024-03-01 00:00:00')>,Active
CU000432,AC00468,CO000341,9187038200301,SalesRep,<bound method Timestamp.date of Timestamp('2022-04-01 00:00:00')>,Active
CU000433,AC00389,CO000179,9599835798495,SalesRep,<bound method Timestamp.date of Timestamp('2022-09-09 00:00:00')>,Active
CU000434,AC00573,CO000928,9433755482602,Online,<bound method Timestamp.date of Timestamp('2022-04-02 00:00:00')>,Active
CU000435,AC00255,CO000980,9685399954438,InStore,<bound method Timestamp.date of Timestamp('2025-11-16 00:00:00')>,Active
CU000436,AC00270,CO000126,9157718794901,Online,<bound method Timestamp.date of Timestamp('2023-04-25 00:00:00')>,Active
CU000437,AC00567,CO000422,9145751680097,InStore,<bound method Timestamp.date of Timestamp('2025-03-25 00:00:00')>,Active
CU000438,AC00373,CO000172,9903310253779,Online,<bound method Timestamp.date of Timestamp('2023-05-14 00:00:00')>,Active
CU000439,AC00213,CO000379,9933601130094,InStore,<bound method Timestamp.date of Timestamp('2024-10-13 00:00:00')>,Active
CU000440,AC00427,CO000628,9253553612321,InStore,<bound method Timestamp.date of Timestamp('2022-09-14 00:00:00')>,Active
CU000441,AC00426,CO000566,9159114030774,InStore,<bound method Timestamp.date of Timestamp('2023-01-24 00:00:00')>,Active
CU000442,AC00540,CO000613,9870401174793,SalesRep,<bound method Timestamp.date of Timestamp('2023-01-24 00:00:00')>,Active
CU000443,AC00015,CO000755,9519278599456,InStore,<bound method Timestamp.date of Timestamp('2024-06-18 00:00:00')>,Active
CU000444,AC00048,CO000316,9280255214494,InStore,<bound method Timestamp.date of Timestamp('2025-03-06 00:00:00')>,Active
CU000445,AC00222,CO000762,9819994452354,InStore,<bound method Timestamp.date of Timestamp('2024-01-26 00:00:00')>,Active
CU000446,AC00497,CO000601,9633878115517,InStore,<bound method Timestamp.date of Timestamp('2025-10-13 00:00:00')>,Active
CU000447,AC00388,CO000819,9435560291353,SalesRep,<bound method Timestamp.date of Timestamp('2025-06-11 00:00:00')>,Active
CU000448,AC00118,CO000092,9566768177033,InStore,<bound method Timestamp.date of Timestamp('2025-07-25 00:00:00')>,Active
CU000449,AC00420,CO000770,9664028078812,InStore,<bound method Timestamp.date of Timestamp('2022-01-11 00:00:00')>,Active
CU000450,AC00150,CO000948,9288217034759,InStore,<bound method Timestamp.date of Timestamp('2023-07-02 00:00:00')>,Active
CU000451,AC00306,CO000728,9325641336805,InStore,<bound method Timestamp.date of Timestamp('2024-08-14 00:00:00')>,Active
CU000452,AC00350,CO000822,9417025793391,SalesRep,<bound method Timestamp.date of Timestamp('2025-08-29 00:00:00')>,Active
CU000453,AC00205,CO000677,9738674657091,SalesRep,<bound method Timestamp.date of Timestamp('2023-10-08 00:00:00')>,Active
CU000454,AC00346,CO000959,9942087176641,InStore,<bound method Timestamp.date of Timestamp('2024-02-13 00:00:00')>,Active
CU000455,AC00479,CO000853,9528383820701,SalesRep,<bound method Timestamp.date of Timestamp('2023-04-25 00:00:00')>,Active
